dataset,alpha,seed,n_lcc,m_lcc,n_comm,Q_orig,m_sparse,realized_retention,Q_fixed_sparse,dQ_fixed,Q_leiden_sparse,dQ_leiden_sparse,F_orig,F_sparse,dF_obs,G_orig,G_sparse,dG_obs,dQ_reconstructed,recon_abs_err,intra_rate,inter_rate,ratio_observed,ratio_predicted,mu_intra,mu_inter,delta,n1,n2
cit-HepTh,0.35,35005,27400,352021,26,0.6566588620689939,87176,0.24764431667428932,0.7158599376130417,0.05920107554404774,0.7389057893725093,0.08224692730351535,0.7344249348760443,0.7794576488941911,0.04503271401814679,0.07776607280705047,0.06359771128114962,-0.014168361525900855,0.059201075544047646,9.71445146547012e-17,0.26282911659246594,0.20565206229676536,0.7824554028222169,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.35,35006,27400,352021,26,0.6566588620689939,87224,0.24778067217580768,0.7150806788312503,0.05842181676225633,0.7264275666445855,0.06976870457559159,0.7344249348760443,0.7784784004402459,0.04405346556420153,0.07776607280705047,0.06339772160899568,-0.014368351198054796,0.05842181676225633,0.0,0.26264345364034763,0.20667893205545096,0.7869182695810419,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.35,35007,27400,352021,26,0.6566588620689939,86965,0.24704492061553146,0.7174010081679889,0.060742146098994976,0.732399607996192,0.07574074592719804,0.7344249348760443,0.7808773644569654,0.046452429580921106,0.07776607280705047,0.06347635628897653,-0.014289716518073939,0.060742146098995045,6.938893903907228e-17,0.26267052948753156,0.20383364709909293,0.7760050109038537,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.35,35008,27400,352021,26,0.6566588620689939,87179,0.24765283889313422,0.7170007055233405,0.060341843454346566,0.7396100470510021,0.08295118498200815,0.7344249348760443,0.7805664208123516,0.04614148593630729,0.07776607280705047,0.06356571528901109,-0.014200357518039386,0.06034184345434668,1.1102230246251565e-16,0.26321204643120993,0.20462519253807976,0.7774157577987535,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.35,35009,27400,352021,26,0.6566588620689939,87308,0.24801929430346484,0.7157116111204329,0.05905274905143898,0.720507911710015,0.06384904964102112,0.7344249348760443,0.7793443899757182,0.04491945509967388,0.07776607280705047,0.06363277885528527,-0.0141332939517652,0.05905274905143908,9.71445146547012e-17,0.26318883856219516,0.20606922813623138,0.7829710000697251,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.39999999999999997,40000,27400,352021,26,0.6566588620689939,96457,0.2740092210407902,0.7119045190788885,0.05524565700989459,0.7286289647016675,0.07197010263267356,0.7344249348760443,0.7761074883108535,0.0416825534348092,0.07776607280705047,0.06420296923196499,-0.013563103575085486,0.055245657009894686,9.71445146547012e-17,0.2895607137193318,0.2310029094643163,0.7977702033440387,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.39999999999999997,40001,27400,352021,26,0.6566588620689939,96093,0.2729751918209425,0.7147226412090328,0.05806377914003891,0.7350288371115589,0.07836997504256493,0.7344249348760443,0.778527051918454,0.04410211704240963,0.07776607280705047,0.06380441070942104,-0.013961662097629432,0.05806377914003906,1.5265566588595902e-16,0.2893673148108752,0.22764418962861543,0.7866962783180927,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.39999999999999997,40002,27400,352021,26,0.6566588620689939,96333,0.2736569693285344,0.7143578387904412,0.057698976721447304,0.7241823251416981,0.06752346307270418,0.7344249348760443,0.7783417935702199,0.04391685869417561,0.07776607280705047,0.06398395477977849,-0.013782118027271986,0.057698976721447595,2.914335439641036e-16,0.2900210031214584,0.22840364538764332,0.7875417398373378,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.39999999999999997,40003,27400,352021,26,0.6566588620689939,96137,0.273100184364001,0.7145113411479043,0.057852479078910335,0.7328014941456974,0.07614263207670346,0.7344249348760443,0.7784099774280454,0.043985042552001086,0.07776607280705047,0.06389863628014136,-0.01386743652690911,0.057852479078910196,1.3877787807814457e-16,0.28945627830876525,0.22786881738832793,0.7872305231025547,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.39999999999999997,40004,27400,352021,26,0.6566588620689939,96361,0.27373651003775346,0.7134201249646641,0.056761262895670184,0.7266143407881713,0.0699554787191774,0.7344249348760443,0.7772542833719036,0.04282934849585929,0.07776607280705047,0.06383415840723954,-0.013931914399810938,0.056761262895670225,4.163336342344337e-17,0.2896999609334205,0.22959096354612357,0.7925129254639033,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.39999999999999997,40005,27400,352021,26,0.6566588620689939,96284,0.27351777308740105,0.7139972554785835,0.05733839340958957,0.7324926102457189,0.07583374817672495,0.7344249348760443,0.7779901125836068,0.04356517770756252,0.07776607280705047,0.06399285710502328,-0.013773215702027192,0.05733839340958971,1.3877787807814457e-16,0.28974250869328094,0.22864966626732844,0.7891478102351047,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.39999999999999997,40006,27400,352021,26,0.6566588620689939,96241,0.2733956212839575,0.7132817143984489,0.056622852329454965,0.7379737432399978,0.08131488117100383,0.7344249348760443,0.7770700636942676,0.042645128818223244,0.07776607280705047,0.06378834929581906,-0.013977723511231416,0.05662285232945466,3.0531133177191805e-16,0.28927061535664694,0.2294946945062468,0.7933564016631923,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.39999999999999997,40007,27400,352021,26,0.6566588620689939,95878,0.2723644328037248,0.7150011075158388,0.058342245446844854,0.737006274835107,0.08034741276611301,0.7344249348760443,0.7786770687749014,0.04425213389885707,0.07776607280705047,0.06367596125906304,-0.014090111547987436,0.05834224544684451,3.469446951953614e-16,0.2887755141509981,0.22698100290946432,0.786011942795046,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.39999999999999997,40008,27400,352021,26,0.6566588620689939,96374,0.273773439652748,0.7146749860808542,0.05801612401186029,0.7316967644231428,0.07503790235414887,0.7344249348760443,0.7783842115093282,0.04395927663328392,0.07776607280705047,0.06370922542847397,-0.0140568473785765,0.05801612401186042,1.249000902703301e-16,0.2901602503355471,0.22845712818757488,0.7873481220235456,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.39999999999999997,40009,27400,352021,26,0.6566588620689939,96064,0.2728928103721085,0.7157794199929062,0.05912055792391224,0.7372634693096737,0.08060460724067975,0.7344249348760443,0.7795844437041972,0.045159508828152894,0.07776607280705047,0.06380502371129107,-0.013961049095759404,0.0591205579239123,5.551115123125783e-17,0.28967288508623656,0.22648896115009412,0.7818783628390611,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.44999999999999996,45000,27400,352021,26,0.6566588620689939,104375,0.29650219731209215,0.7102274366409697,0.053568574571975724,0.7276540610104346,0.07099519894144068,0.7344249348760443,0.7744287425149701,0.04000380763892575,0.07776607280705047,0.0642013058740005,-0.013564766933049976,0.053568574571975724,0.0,0.31265254338904513,0.251839808317645,0.8054941936111852,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.44999999999999996,45001,27400,352021,26,0.6566588620689939,104626,0.29721522295544867,0.7108191514389469,0.054160289369952985,0.7318602186295894,0.07520135656059546,0.7344249348760443,0.7750081241756351,0.040583189299590816,0.07776607280705047,0.06418897273668835,-0.013577100070362128,0.054160289369952944,4.163336342344337e-17,0.3136388778221736,0.25179702207769983,0.8028246492466513,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.44999999999999996,45002,27400,352021,26,0.6566588620689939,104751,0.29757031540731943,0.7128285387491121,0.056169676680118186,0.7272504512781954,0.0705915892092015,0.7344249348760443,0.7769854225735315,0.042560487697487215,0.07776607280705047,0.06415688382441949,-0.013609188982630985,0.0561696766801182,1.3877787807814457e-17,0.31481474318558944,0.2498823378401506,0.7937440772678174,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.44999999999999996,45003,27400,352021,26,0.6566588620689939,105022,0.2983401558429753,0.7113502134893585,0.05469135142036452,0.7306895132693848,0.07403065120039087,0.7344249348760443,0.7755422673344633,0.041117332458418976,0.07776607280705047,0.0641920538451049,-0.013574018961945572,0.05469135142036455,2.7755575615628914e-17,0.3150429538975682,0.252150008557248,0.8003670783230119,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.44999999999999996,45004,27400,352021,26,0.6566588620689939,104638,0.29724931183082826,0.7130048616392497,0.05634599957025577,0.7287424410014048,0.07208357893241091,0.7344249348760443,0.7772033104608268,0.04277837558478248,0.07776607280705047,0.06419844882157723,-0.013567623985473246,0.056345999570255725,4.163336342344337e-17,0.3145633246045959,0.2493689029608078,0.7927462722307597,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.44999999999999996,45005,27400,352021,26,0.6566588620689939,104768,0.2976186079807739,0.7126845135573019,0.05602565148830796,0.7350644250048639,0.07840556293586998,0.7344249348760443,0.7771170586438607,0.04269212376781639,0.07776607280705047,0.06443254508655877,-0.013333527720491706,0.0560256514883081,1.3877787807814457e-16,0.314919178596156,0.24977537224028754,0.7931411905547768,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.44999999999999996,45006,27400,352021,26,0.6566588620689939,104742,0.29754474875078474,0.7140661035732865,0.05740724150429255,0.7289754703820489,0.07231660831305498,0.7344249348760443,0.7782742357411545,0.043849300865110186,0.07776607280705047,0.06420813216786807,-0.013557940639182406,0.05740724150429259,4.163336342344337e-17,0.31530984439123827,0.24841690912202635,0.7878501529238308,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.44999999999999996,45007,27400,352021,26,0.6566588620689939,104769,0.2976214487203888,0.7136448488722004,0.056985986803206434,0.721451214699939,0.06479235263094507,0.7344249348760443,0.7777682329696761,0.0433432980936318,0.07776607280705047,0.06412338409747571,-0.01364268870957476,0.05698598680320656,1.249000902703301e-16,0.31518606908982605,0.24904800616121855,0.79016184592296,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.44999999999999996,45008,27400,352021,26,0.6566588620689939,104433,0.2966669602097602,0.7107779828677667,0.05411912079877279,0.7294531601920223,0.0727942981230284,0.7344249348760443,0.7748125592485134,0.04038762437246912,0.07776607280705047,0.06403457638074643,-0.013731496426304043,0.054119120798773165,3.7470027081099033e-16,0.3129813215334213,0.2515510011980147,0.8037252829196492,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.44999999999999996,45009,27400,352021,26,0.6566588620689939,104807,0.29772939682575755,0.7117564018824566,0.05509753981346266,0.7288135269088936,0.07215466483989963,0.7344249348760443,0.776055034491971,0.041630099615926675,0.07776607280705047,0.06429863260951452,-0.013467440197535957,0.05509753981346263,2.7755575615628914e-17,0.31460587236445636,0.25105895943864454,0.7980110401366073,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5,50000,27400,352021,26,0.6566588620689939,112554,0.3197366066229003,0.7111347692945449,0.05447590722555096,0.7316899751264588,0.0750311130574649,0.7344249348760443,0.7754766600920447,0.04105172521600042,0.07776607280705047,0.0643418907974998,-0.013424182009550673,0.054475907225551096,1.3877787807814457e-16,0.3376087385362797,0.2703127674139997,0.8006687521950847,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5,50001,27400,352021,26,0.6566588620689939,112495,0.31956900298561736,0.7098076774235584,0.053148815354564505,0.7254791153673334,0.06882025329833952,0.7344249348760443,0.7739632872572114,0.0395383523811671,0.07776607280705047,0.06415560983365315,-0.013610462973397325,0.05314881535456442,8.326672684688674e-17,0.33677325525174734,0.2719921273318501,0.8076417087471166,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5,50002,27400,352021,26,0.6566588620689939,112699,0.32014851386707044,0.7100864218728494,0.053427559803855496,0.7283297420022311,0.07167087993323717,0.7344249348760443,0.7743546970248183,0.03992976214877397,0.07776607280705047,0.0642682751519689,-0.013497797655081578,0.05342755980385555,5.551115123125783e-17,0.33755458684191186,0.2720135204518227,0.805835651639999,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5,50003,27400,352021,26,0.6566588620689939,112826,0.3205092877981711,0.7114056509751318,0.05474678890613782,0.7273689249968679,0.07071006292787396,0.7344249348760443,0.7758495382270044,0.0414246033509601,0.07776607280705047,0.06444388725187268,-0.013322185555177793,0.05474678890613789,6.938893903907228e-17,0.3385873370130699,0.2705160020537395,0.7989548706698892,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5,50004,27400,352021,26,0.6566588620689939,112889,0.320688254393914,0.7110324122847697,0.05437355021577572,0.7254453486023102,0.06878648653331632,0.7344249348760443,0.7755228587373437,0.0410979238612994,0.07776607280705047,0.06449044645257408,-0.013275626354476391,0.05437355021577579,6.938893903907228e-17,0.33863375275109947,0.2710615266130412,0.8004563172185474,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5,50005,27400,352021,26,0.6566588620689939,112659,0.3200348842824718,0.7105703208173417,0.053911458748347796,0.7170976120087431,0.06043874993974918,0.7344249348760443,0.7750201936818186,0.040595258805774304,0.07776607280705047,0.06444987286447704,-0.013316199942573437,0.05391145874834774,5.551115123125783e-17,0.33772477788135363,0.2711150094129728,0.8027690805328427,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5,50006,27400,352021,26,0.6566588620689939,112746,0.3202820286289738,0.711375036811123,0.05471617474212909,0.7285072562977812,0.0718483942287873,0.7344249348760443,0.7757703155766058,0.041345380700561485,0.07776607280705047,0.06439527876548273,-0.01337079404156774,0.054716174742129225,1.3877787807814457e-16,0.33831271056306156,0.27041973301386274,0.7993188685219571,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5,50007,27400,352021,26,0.6566588620689939,112945,0.3208473358123521,0.7098745282336517,0.05321566616465778,0.724527692969484,0.06786883090049012,0.7344249348760443,0.7742263933773076,0.039801458501263265,0.07776607280705047,0.06435186514365601,-0.013414207663394462,0.05321566616465773,5.551115123125783e-17,0.33823535099967894,0.2727622796508643,0.806427473783257,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5,50008,27400,352021,26,0.6566588620689939,112321,0.31907471429261325,0.7120432811908097,0.0553844191218158,0.72864132967156,0.0719824676025661,0.7344249348760443,0.7763374613830005,0.041912526506956205,0.07776607280705047,0.06429418019219066,-0.013471892614859815,0.05538441912181602,2.220446049250313e-16,0.3372838283700727,0.2687189799760397,0.7967146876701048,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5,50009,27400,352021,26,0.6566588620689939,112538,0.3196911547890609,0.7094865123414091,0.052827650272415205,0.7296770149032271,0.07301815283423319,0.7344249348760443,0.7740851978887131,0.039660263012668784,0.07776607280705047,0.06459868554730419,-0.013167387259746283,0.052827650272415067,1.3877787807814457e-16,0.33695505022569655,0.27194934109190483,0.8070789884578073,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5499999999999999,55000,27400,352021,26,0.6566588620689939,120192,0.3414341758020118,0.7094253398322775,0.05276647776328358,0.7236947926160704,0.06703593054707646,0.7344249348760443,0.7739783013844516,0.03955336650840724,0.07776607280705047,0.06455296155217369,-0.013213111254876786,0.052766477763284025,4.440892098500626e-16,0.3598225371616003,0.2905827485880541,0.8075723963269987,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5499999999999999,55001,27400,352021,26,0.6566588620689939,120075,0.3411018092670608,0.7086498160871678,0.051990954018173885,0.7264407572319836,0.06978189516298972,0.7344249348760443,0.7733583177180928,0.0389333828420485,0.07776607280705047,0.06470850163092512,-0.013057571176125354,0.05199095401817386,2.7755575615628914e-17,0.3591843207636936,0.2910961834673969,0.810436777553295,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5499999999999999,55002,27400,352021,26,0.6566588620689939,120335,0.34184040156695195,0.7093720187097866,0.05271315664079268,0.7282280519603651,0.07156918989137118,0.7344249348760443,0.7741471724768355,0.03972223760079119,0.07776607280705047,0.06477515376704845,-0.01299091904000202,0.05271315664079321,5.273559366969494e-16,0.36032924230175645,0.2907111073078898,0.8067929914620552,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5499999999999999,55003,27400,352021,26,0.6566588620689939,120199,0.3414540609793166,0.7101454451091537,0.05348658304015974,0.7288434453902002,0.07218458332120625,0.7344249348760443,0.7748733350527043,0.04044840017665996,0.07776607280705047,0.06472788994355044,-0.01303818286350003,0.05348658304015999,2.498001805406602e-16,0.36025961869471207,0.2894489132295054,0.803445343883483,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5499999999999999,55004,27400,352021,26,0.6566588620689939,120185,0.3414142906247071,0.709356802308399,0.052697940239405106,0.7217290003617289,0.065070138292735,0.7344249348760443,0.7742147522569373,0.03978981738089293,0.07776607280705047,0.06485794994853805,-0.012908122858512422,0.052697940239405355,2.498001805406602e-16,0.3599115006594903,0.2902618517884648,0.8064811801139955,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5499999999999999,55005,27400,352021,26,0.6566588620689939,120035,0.34098817968246214,0.7110871203199716,0.054428258250977635,0.7247361901528393,0.06807732808384537,0.7344249348760443,0.7757570708543342,0.041332135978289886,0.07776607280705047,0.06466995053436264,-0.013096122272687832,0.05442825825097772,8.326672684688674e-17,0.3601783911531603,0.2879193051514633,0.799379730221045,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5499999999999999,55006,27400,352021,26,0.6566588620689939,120319,0.34179494973311253,0.7097115375161107,0.05305267544711678,0.7233360726303701,0.06667721056137621,0.7344249348760443,0.7744412769388044,0.04001634206276006,0.07776607280705047,0.06472973942269342,-0.013036333384357057,0.053052675447117115,3.3306690738754696e-16,0.36041820579964645,0.29029394146842374,0.8054363980430994,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5499999999999999,55007,27400,352021,26,0.6566588620689939,120264,0.3416387090542894,0.7079043010684813,0.051245438999487414,0.7231616430432574,0.06650278097426343,0.7344249348760443,0.772608594425597,0.03818365954955272,0.07776607280705047,0.06470429335711551,-0.01306177944993496,0.05124543899948768,2.636779683484747e-16,0.359400927541165,0.2925188259455759,0.8139067084407328,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5499999999999999,55008,27400,352021,26,0.6566588620689939,120170,0.34137167953048253,0.7112858405240156,0.054626978455021624,0.7285639510970179,0.07190508902802395,0.7344249348760443,0.7761171673462595,0.04169223247021514,0.07776607280705047,0.06483132682224356,-0.012934745984806914,0.054626978455022054,4.3021142204224816e-16,0.36075085192219175,0.2877802498716413,0.7977257665179706,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.5499999999999999,55009,27400,352021,26,0.6566588620689939,120262,0.3416330275750594,0.710480692660337,0.053821830591343045,0.7298152737947314,0.0731564117257375,0.7344249348760443,0.7751243119189769,0.04069937704293258,0.07776607280705047,0.06464361925864003,-0.013122453548410448,0.05382183059134303,1.3877787807814457e-17,0.36056518897007345,0.28927776826972446,0.8022897859219965,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
