dataset,alpha,seed,n_lcc,m_lcc,n_comm,Q_orig,m_sparse,realized_retention,Q_fixed_sparse,dQ_fixed,Q_leiden_sparse,dQ_leiden_sparse,F_orig,F_sparse,dF_obs,G_orig,G_sparse,dG_obs,dQ_reconstructed,recon_abs_err,intra_rate,inter_rate,ratio_observed,ratio_predicted,mu_intra,mu_inter,delta,n1,n2
cit-HepTh,0.7999999999999999,80002,27400,352021,26,0.6566588620689939,152245,0.4324884026805219,0.7043785491618771,0.04771968709288321,0.7151965356584189,0.058537673589424966,0.7344249348760443,0.7704095372590233,0.03598460238297896,0.07776607280705047,0.06603098809714612,-0.01173508470990435,0.04771968709288331,9.71445146547012e-17,0.45367902743556915,0.3738875577614239,0.8241235215893309,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.7999999999999999,80003,27400,352021,26,0.6566588620689939,152323,0.43270998037048924,0.7034807410893659,0.04682187902037194,0.7110308995959209,0.054372037526926986,0.7344249348760443,0.7694898341025321,0.03506489922648781,0.07776607280705047,0.06600909301316596,-0.011756979793884514,0.046821879020372326,3.885780586188048e-16,0.4533695891820387,0.37557761423926067,0.8284137780764499,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.7999999999999999,80004,27400,352021,26,0.6566588620689939,152764,0.43396274654068934,0.7028314353897422,0.04617257332074831,0.7106010203833386,0.05394215831434468,0.7344249348760443,0.768957345971564,0.03453241109551963,0.07776607280705047,0.06612591058182157,-0.0116401622252289,0.04617257332074853,2.220446049250313e-16,0.4543675275496745,0.37753508471675506,0.8309024343194956,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.7999999999999999,80005,27400,352021,26,0.6566588620689939,152367,0.4328349729135478,0.7026000889789391,0.045941226909945176,0.715879729084172,0.059220867015178036,0.7344249348760443,0.7687097599873989,0.034284825111354555,0.07776607280705047,0.06610967100845956,-0.011656401798590912,0.04594122690994547,2.914335439641036e-16,0.4530408110376625,0.37695747047749445,0.8320607355750053,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.7999999999999999,80006,27400,352021,26,0.6566588620689939,152349,0.4327838396004784,0.7045352657696933,0.047876403700699344,0.7175378130136488,0.0608789509446549,0.7344249348760443,0.7705925211192722,0.03616758624322791,0.07776607280705047,0.06605725534957896,-0.011708817457471515,0.04787640370069943,8.326672684688674e-17,0.4540967690778353,0.3738447715214787,0.8232711549141173,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.7999999999999999,80007,27400,352021,26,0.6566588620689939,152720,0.4338377539976308,0.7030753208117388,0.046416458742744915,0.7158597140372135,0.05920085196821956,0.7344249348760443,0.7692443687794657,0.03481943390342135,0.07776607280705047,0.0661690479677267,-0.011597024839323775,0.04641645874274512,2.0816681711721685e-16,0.45440620733136583,0.37695747047749445,0.8295605658454538,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.7999999999999999,80008,27400,352021,26,0.6566588620689939,152350,0.4327866803400933,0.7026635290739361,0.04600466700494221,0.7153764613226609,0.05871759925366693,0.7344249348760443,0.7688021004266492,0.03437716555060488,0.07776607280705047,0.06613857135271298,-0.011627501454337497,0.04600466700494238,1.6653345369377348e-16,0.4530446790158316,0.3767649323977409,0.8316286446983628,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.7999999999999999,80009,27400,352021,26,0.6566588620689939,152503,0.43322131350118315,0.7034245303616836,0.04676566829268969,0.7156410066772642,0.058982144608270226,0.7344249348760443,0.7697094483387212,0.035284513462676914,0.07776607280705047,0.06628491797703787,-0.011481154830012608,0.04676566829268952,1.6653345369377348e-16,0.4540348814271292,0.3756631867191511,0.8273883837699011,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8499999999999999,85000,27400,352021,26,0.6566588620689939,158487,0.45022029935714064,0.7027471604766315,0.04608829840763762,0.7119351712137062,0.055276309144712266,0.7344249348760443,0.7690662325616612,0.034641297685616856,0.07776607280705047,0.06631907208502977,-0.011447000722020706,0.04608829840763756,5.551115123125783e-17,0.4714562551008962,0.3914940954988876,0.830393257620697,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8499999999999999,85001,27400,352021,26,0.6566588620689939,158440,0.4500867845952372,0.7021597659235421,0.04550090385454819,0.7133520246172592,0.056693162548265286,0.7344249348760443,0.7684991163847513,0.034074181508707,0.07776607280705047,0.0663393504612091,-0.01142672234584137,0.04550090385454837,1.8041124150158794e-16,0.4709688898515857,0.39233912373780594,0.8330467939431031,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8499999999999999,85002,27400,352021,26,0.6566588620689939,157938,0.4486607333085242,0.7017916716368978,0.04513280956790389,0.7171211739876211,0.060462311918627165,0.7344249348760443,0.7680418898555129,0.033616954979468594,0.07776607280705047,0.06625021821861482,-0.011515854588435653,0.04513280956790425,3.608224830031759e-16,0.46919735585012357,0.39186847509840833,0.835189009938887,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8499999999999999,85003,27400,352021,26,0.6566588620689939,158451,0.45011803273100187,0.7012310140885538,0.044572152019559885,0.7163871416941718,0.059728279625177905,0.7344249348760443,0.767637944853614,0.03321300997756971,0.07776607280705047,0.06640693076506017,-0.011359142041990303,0.04457215201956001,1.249000902703301e-16,0.47047378864593686,0.3938259455759028,0.837083712377191,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8499999999999999,85004,27400,352021,26,0.6566588620689939,157974,0.448762999934663,0.702209407358488,0.04555054528949409,0.7152462663562694,0.05858740428727549,0.7344249348760443,0.7686518034613291,0.034226868585284786,0.07776607280705047,0.06644239610284094,-0.011323676704209529,0.045550545289494315,2.220446049250313e-16,0.46967698514309586,0.3909271778196132,0.832331985993544,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8499999999999999,85005,27400,352021,26,0.6566588620689939,158263,0.4495839736833882,0.7033251174828229,0.04666625541382896,0.7168674682719495,0.06020860620295554,0.7344249348760443,0.7696998034916563,0.03527486861561202,0.07776607280705047,0.06637468600883357,-0.011391386798216899,0.04666625541382892,4.163336342344337e-17,0.47117776067271877,0.3898682183809687,0.8274334039542501,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8499999999999999,85006,27400,352021,26,0.6566588620689939,157992,0.4488141332477324,0.7018771627762923,0.045218300707298376,0.7116247397571756,0.05496587768818162,0.7344249348760443,0.7681907944706061,0.0337658595945618,0.07776607280705047,0.06631363169431384,-0.011452441112736633,0.04521830070729843,5.551115123125783e-17,0.4694487744311171,0.39175081293855896,0.8344910760780804,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8499999999999999,85007,27400,352021,26,0.6566588620689939,158428,0.4500526957198576,0.7016790023005328,0.045020140231538885,0.7132691499364461,0.05661028786745215,0.7344249348760443,0.7679955563410509,0.033570621465006556,0.07776607280705047,0.06631655404051805,-0.011449518766532427,0.04502014023153898,9.71445146547012e-17,0.470624639794533,0.39316275885675167,0.8354062359089403,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8499999999999999,85008,27400,352021,26,0.6566588620689939,158287,0.4496521514341474,0.7020619080195716,0.04540304595057765,0.713961776448197,0.057302914379203096,0.7344249348760443,0.7684459241757061,0.0340209892996618,0.07776607280705047,0.06638401615613447,-0.011382056650916003,0.0454030459505778,1.5265566588595902e-16,0.47048152460227516,0.3920503166181756,0.8332958811711003,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8499999999999999,85009,27400,352021,26,0.6566588620689939,158177,0.4493396700765011,0.7021115360964083,0.045452674027414375,0.7148912200150249,0.05823235794603099,0.7344249348760443,0.7686326077748346,0.03420767289879023,0.07776607280705047,0.06652107167842604,-0.011245001128624435,0.045452674027414666,2.914335439641036e-16,0.47026878580297293,0.39146200581892865,0.8324218354201767,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8999999999999999,90000,27400,352021,26,0.6566588620689939,163765,0.46521372304493197,0.7000425282655446,0.04338366619655065,0.71168100158085,0.05502213951185608,0.7344249348760443,0.7668183067199951,0.03239337184395075,0.07776607280705047,0.06677577845445062,-0.01099029435259985,0.043383666196550597,5.551115123125783e-17,0.4857329625231595,0.408469536197159,0.8409343563495206,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8999999999999999,90001,27400,352021,26,0.6566588620689939,163694,0.46501203053226936,0.7011434909886834,0.04448462891968952,0.7121338671218211,0.05547500505282721,0.7344249348760443,0.7676518381858835,0.03322690330983913,0.07776607280705047,0.06650834719719997,-0.0112577256098505,0.04448462891968963,1.1102230246251565e-16,0.48605013673302827,0.4068329625192538,0.8370185126451556,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8999999999999999,90002,27400,352021,26,0.6566588620689939,163392,0.4641541271685496,0.7010090144969775,0.04435015242798357,0.7104004355664705,0.05374157349747655,0.7344249348760443,0.7676018409714062,0.033176906095361836,0.07776607280705047,0.06659282647442856,-0.011173246332621914,0.04435015242798375,1.8041124150158794e-16,0.4851218219724368,0.40616977580010266,0.837253154576048,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8999999999999999,90003,27400,352021,26,0.6566588620689939,163581,0.4646910269557782,0.701438698614987,0.044779836545993046,0.7147422090428398,0.05808334697384587,0.7344249348760443,0.7678458989735972,0.03342096409755291,0.07776607280705047,0.0664072003586103,-0.01135887244844018,0.04477983654599309,4.163336342344337e-17,0.48583739793372605,0.4062125620400479,0.8361080554269313,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8999999999999999,90004,27400,352021,26,0.6566588620689939,163630,0.46483022319691153,0.7010253427172348,0.04436648064824089,0.7117924212657025,0.05513355919670859,0.7344249348760443,0.7675915174479008,0.03316658257185645,0.07776607280705047,0.066566174730666,-0.011199898076384468,0.04436648064824092,2.7755575615628914e-17,0.4858219260210495,0.40677947971932227,0.8373016077123235,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8999999999999999,90005,27400,352021,26,0.6566588620689939,163819,0.4653671229841401,0.7000034060044652,0.04334454393547127,0.7118344385611415,0.05517557649214755,0.7344249348760443,0.7665411216037212,0.03211618672767691,0.07776607280705047,0.06653771559925624,-0.011228357207794235,0.043344543935471144,1.249000902703301e-16,0.48571749061048297,0.4090899366763649,0.8422384299198135,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8999999999999999,90006,27400,352021,26,0.6566588620689939,163617,0.464793293581917,0.7007863082818571,0.04412744621286313,0.7093949345562588,0.05273607248726486,0.7344249348760443,0.7673224664918682,0.03289753161582387,0.07776607280705047,0.06653615821001126,-0.011229914597039217,0.04412744621286309,4.163336342344337e-17,0.48561305519991643,0.4072180386787609,0.838564849767307,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8999999999999999,90007,27400,352021,26,0.6566588620689939,163441,0.46429332340968293,0.7014740547506148,0.04481519268162082,0.7131860236550918,0.05652716158609783,0.7344249348760443,0.7680875667672127,0.03366263189116836,0.07776607280705047,0.06661351201659796,-0.011152560790452515,0.044815192681620875,5.551115123125783e-17,0.4855743754182251,0.40544240972103374,0.8349748879804999,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8999999999999999,90008,27400,352021,26,0.6566588620689939,163479,0.4644012715150517,0.7013580799085682,0.04469921783957431,0.7140113663523922,0.05735250428339822,0.7344249348760443,0.7677989221857242,0.03337398730967989,0.07776607280705047,0.06644084227715609,-0.011325230529894384,0.04469921783957427,4.163336342344337e-17,0.4855047518111808,0.406041417080267,0.8363284098982039,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.8999999999999999,90009,27400,352021,26,0.6566588620689939,163456,0.4643359345039074,0.7025416227308694,0.045882760661875466,0.7131401813274062,0.056481319258412266,0.7344249348760443,0.7692406519185592,0.03481571704251485,0.07776607280705047,0.06669902918769022,-0.011067043619360256,0.045882760661875105,3.608224830031759e-16,0.4863479710520514,0.40346354612356666,0.8295779362475966,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.95,95000,27400,352021,26,0.6566588620689939,168940,0.4799145505523818,0.7005833037463702,0.0439244416773763,0.7102136687592603,0.053554806690266354,0.7344249348760443,0.7674795785485972,0.03305464367255284,0.07776607280705047,0.0668962748022268,-0.01086979800482367,0.04392444167737651,2.0816681711721685e-16,0.5015143134532148,0.4201822693821667,0.8378270731476631,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.95,95001,27400,352021,26,0.6566588620689939,168747,0.4793662878066933,0.7003324713375864,0.04367360926859243,0.7095634903667858,0.052904628297791856,0.7344249348760443,0.7672017872910333,0.032776852414988955,0.07776607280705047,0.06686931595344695,-0.010896756853603529,0.043673609268592484,5.551115123125783e-17,0.5007600577102342,0.4202036625021393,0.8391317478944995,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.95,95002,27400,352021,26,0.6566588620689939,168928,0.4798804616770022,0.7003555737053463,0.04369671163635236,0.7116620260778925,0.0550031640088986,0.7344249348760443,0.767184836143209,0.03275990126716466,0.07776607280705047,0.06682926243786251,-0.010936810369187963,0.04369671163635262,2.636779683484747e-16,0.5012861027412361,0.4206850077015232,0.8392113912614905,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.95,95003,27400,352021,26,0.6566588620689939,168744,0.47935776558784843,0.6996022561144081,0.04294339404541414,0.7103428997021515,0.053684037633157544,0.7344249348760443,0.7664035462001612,0.031978611324116835,0.07776607280705047,0.06680129008575306,-0.010964782721297417,0.04294339404541425,1.1102230246251565e-16,0.5002301447010633,0.42163700154030465,0.8428860315730756,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.95,95004,27400,352021,26,0.6566588620689939,169063,0.48026396152502265,0.699724474347425,0.04306561227843109,0.7094494007617207,0.05279053869272676,0.7344249348760443,0.7664716703240804,0.032046735448036046,0.07776607280705047,0.06674719597665531,-0.011018876830395166,0.04306561227843121,1.249000902703301e-16,0.5012203471123609,0.42231088481944207,0.8425653253154359,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.95,95005,27400,352021,26,0.6566588620689939,169175,0.48058212436189884,0.7001005339741807,0.043441671905186774,0.7065048431188926,0.04984598104989868,0.7344249348760443,0.7669572927441998,0.03253235786815545,0.07776607280705047,0.06685675877001912,-0.010909314037031353,0.0434416719051868,2.7755575615628914e-17,0.501870167444775,0.4217118774602088,0.8402808232402323,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.95,95006,27400,352021,26,0.6566588620689939,168918,0.47985205428085254,0.7006310516853511,0.04397218961635718,0.7096857650900933,0.05302690302109936,0.7344249348760443,0.7675854556648788,0.03316052078883447,0.07776607280705047,0.06695440397952747,-0.010811668827523005,0.043972189616357474,2.914335439641036e-16,0.501518181431384,0.4199362485024816,0.8373300591096035,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.95,95007,27400,352021,26,0.6566588620689939,168517,0.47871291769525115,0.7006844767369605,0.04402561466796662,0.7103255386841406,0.05366667661514668,0.7344249348760443,0.7675130698979925,0.033088135021948184,0.07776607280705047,0.06682859316103222,-0.010937479646018253,0.04402561466796644,1.8041124150158794e-16,0.5002804284172621,0.41906982714359065,0.8376698414315397,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.95,95008,27400,352021,26,0.6566588620689939,168984,0.48003954309544034,0.7001569626628587,0.04349810059386472,0.7108203401291765,0.054161478060182566,0.7344249348760443,0.767025280499929,0.0326003456238847,0.07776607280705047,0.0668683178370706,-0.01089775496997987,0.043498100593864567,1.5265566588595902e-16,0.5013479903919422,0.42111287010097553,0.8399612208912203,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
cit-HepTh,0.95,95009,27400,352021,26,0.6566588620689939,168641,0.47906516940750693,0.7006990896022951,0.04404022753330117,0.7120960516595792,0.0554371895905853,0.7344249348760443,0.7676009985709288,0.03317606369488446,0.07776607280705047,0.06690190896863353,-0.010864163838416943,0.044040227533301404,2.3592239273284576e-16,0.5007059060158664,0.41921957898339895,0.8372571083076353,0.6880500689769631,0.08486718251208199,0.05839287078131852,0.026474311730763464,258533,93488
