sampler,alpha,Q_seeded_mean,Q_base_best_of_5,margin,Q_seeded_std,n_seeds,Q_base_mean,margin_vs_base_mean,actual_retention_mean
calibrated,0.7,0.6057834937267375,0.6093568592460408,-0.0035733655193033176,0.006754276368264854,5,0.6070973046936826,-0.0013138109669451614,0.6996388494062862
calibrated,0.8,0.6155076008267875,0.6093568592460408,0.006150741580746688,0.006085817223993996,5,0.6070973046936826,0.008410296133104844,0.799469058851508
calibrated,0.9,0.6146341196071525,0.6093568592460408,0.0052772603611117574,0.002814728062549176,5,0.6070973046936826,0.007536814913469914,0.8997207028333453
calibrated,0.95,0.6128355559068763,0.6093568592460408,0.0034786966608355563,0.0036550814150925898,5,0.6070973046936826,0.0057382512131937125,0.9499333558245903
repo_noreplace,0.7,0.6200692030475909,0.6093568592460408,0.010712343801550173,0.0013589569752527981,5,0.6070973046936826,0.012971898353908329,0.449537915281703
repo_noreplace,0.8,0.617349216582791,0.6093568592460408,0.007992357336750189,0.002303774096367718,5,0.6070973046936826,0.010251911889108345,0.47922084386458785
repo_noreplace,0.9,0.6182827336312101,0.6093568592460408,0.008925874385169341,0.0023106074063441993,5,0.6070973046936826,0.011185428937527497,0.505618574091178
repo_noreplace,0.95,0.6181621850433412,0.6093568592460408,0.008805325797300423,0.0021346215424236487,5,0.6070973046936826,0.011064880349658579,0.5174121043520582
