network,arm,condition,sparsifier,target_ret,realized_ret,spar_seed,leiden_seed,gamma,m_sparse,comm,comm_size,core_size,core_emb_mean,periph_emb_mean,core_cohesion,periph_cohesion
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,10,305,153,1.0,0.6660129936972755,0.11764705882352941,0.18421052631578946
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,11,253,127,1.0,0.7779195707693556,0.2047244094488189,0.23015873015873015
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,12,248,124,1.0,0.7591272056166659,0.16129032258064516,0.1532258064516129
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,13,219,110,1.0,0.7001584347506324,0.19090909090909092,0.22018348623853212
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,14,206,103,1.0,0.6734718301860384,0.1650485436893204,0.1650485436893204
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,15,203,102,1.0,0.7514898241342908,0.16666666666666666,0.16831683168316833
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,16,201,101,1.0,0.7136208794146635,0.22772277227722773,0.18
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,17,199,100,1.0,0.7839875312513459,0.24,0.24242424242424243
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,18,192,96,1.0,0.7324800453532662,0.3958333333333333,0.1875
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,19,189,95,1.0,0.8166483168217671,0.4421052631578947,0.2872340425531915
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,20,189,95,1.0,0.7270331746870178,0.21052631578947367,0.2127659574468085
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,21,188,94,1.0,0.7261911048928323,0.2872340425531915,0.3404255319148936
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,22,182,91,1.0,0.7534829382429151,0.21978021978021978,0.17582417582417584
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,23,177,89,1.0,0.8432516878390083,0.3258426966292135,0.22727272727272727
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,24,176,88,1.0,0.7304823036726201,0.2159090909090909,0.17045454545454544
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,25,164,82,1.0,0.7915509984197213,0.2926829268292683,0.23170731707317074
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,26,135,68,1.0,0.7997137065112405,0.39705882352941174,0.23880597014925373
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,27,111,56,1.0,0.8050254677773676,0.32142857142857145,0.38181818181818183
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,28,103,52,1.0,0.6768771533477417,0.4230769230769231,0.4117647058823529
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,29,101,51,1.0,0.874520711314829,0.6666666666666666,0.58
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,30,99,50,1.0,0.847016187427352,0.3,0.42857142857142855
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,31,99,50,1.0,0.8307779522065237,0.46,0.3673469387755102
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,32,99,50,1.0,0.893101937744795,0.46,0.32653061224489793
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,33,94,47,1.0,0.8616683552853766,0.425531914893617,0.48936170212765956
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,34,74,37,1.0,0.8490461049284579,0.4864864864864865,0.4864864864864865
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,35,71,36,1.0,0.7721736768189856,0.4722222222222222,0.42857142857142855
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,36,70,35,1.0,0.7720698745698745,0.37142857142857144,0.34285714285714286
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,37,61,31,1.0,0.8151332926332926,0.5806451612903226,0.6666666666666666
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,38,54,27,0.992798353909465,0.6434495364233925,0.4444444444444444,0.5185185185185185
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,39,53,27,1.0,0.874944638584791,0.7777777777777778,0.5
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,40,50,25,1.0,0.8355128205128204,0.76,0.56
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,41,31,16,1.0,0.9164285714285715,0.875,0.8666666666666667
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,42,28,14,1.0,0.9897959183673469,1.0,1.0
ca-HepTh,real,resmatch,lspar,0.5,1.0,,100,18.0,24806,43,24,12,1.0,0.9933333333333333,1.0,1.0
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,0,601,301,1.0,0.7013209013434325,0.019933554817275746,0.013333333333333334
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,1,450,225,1.0,0.8084565247954892,0.035555555555555556,0.022222222222222223
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,2,443,222,1.0,0.6693494242143331,0.036036036036036036,0.01809954751131222
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,3,383,192,1.0,0.6406472646490213,0.041666666666666664,0.02617801047120419
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,4,380,190,1.0,0.8443083937349926,0.04736842105263158,0.042105263157894736
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,5,370,185,1.0,0.8088603926238199,0.05945945945945946,0.032432432432432434
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,6,345,173,1.0,0.6939588315444658,0.05202312138728324,0.029069767441860465
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,7,332,166,1.0,0.7544650128189648,0.04216867469879518,0.024096385542168676
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,8,314,157,1.0,0.7511122150216725,0.044585987261146494,0.03184713375796178
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,9,311,156,1.0,0.8466454529783521,0.057692307692307696,0.03870967741935484
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,10,305,153,1.0,0.6660129936972755,0.0718954248366013,0.039473684210526314
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,11,253,127,1.0,0.7779195707693556,0.07086614173228346,0.047619047619047616
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,12,248,124,1.0,0.7591272056166659,0.08064516129032258,0.04032258064516129
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,13,219,110,1.0,0.7001584347506324,0.06363636363636363,0.045871559633027525
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,14,206,103,1.0,0.6734718301860384,0.06796116504854369,0.038834951456310676
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,15,203,102,1.0,0.7514898241342908,0.058823529411764705,0.06930693069306931
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,16,201,101,1.0,0.7136208794146635,0.0891089108910891,0.05
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,17,199,100,1.0,0.7839875312513459,0.12,0.06060606060606061
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,18,192,96,1.0,0.7324800453532662,0.07291666666666667,0.0625
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,19,189,95,1.0,0.8166483168217671,0.07368421052631578,0.06382978723404255
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,20,189,95,1.0,0.7270331746870178,0.10526315789473684,0.0425531914893617
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,21,188,94,1.0,0.7261911048928323,0.0851063829787234,0.06382978723404255
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,22,182,91,1.0,0.7534829382429151,0.0989010989010989,0.06593406593406594
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,23,177,89,1.0,0.8432516878390083,0.07865168539325842,0.06818181818181818
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,24,176,88,1.0,0.7304823036726201,0.125,0.06818181818181818
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,25,164,82,1.0,0.7915509984197213,0.10975609756097561,0.06097560975609756
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,26,135,68,1.0,0.7997137065112405,0.10294117647058823,0.1044776119402985
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,27,111,56,1.0,0.8050254677773676,0.125,0.10909090909090909
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,28,103,52,1.0,0.6768771533477417,0.1346153846153846,0.09803921568627451
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,29,101,51,1.0,0.874520711314829,0.13725490196078433,0.12
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,30,99,50,1.0,0.847016187427352,0.18,0.14285714285714285
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,31,99,50,1.0,0.8307779522065237,0.16,0.12244897959183673
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,32,99,50,1.0,0.893101937744795,0.16,0.12244897959183673
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,33,94,47,1.0,0.8616683552853766,0.14893617021276595,0.14893617021276595
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,34,74,37,1.0,0.8490461049284579,0.21621621621621623,0.16216216216216217
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,35,71,36,1.0,0.7721736768189856,0.16666666666666666,0.14285714285714285
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,36,70,35,1.0,0.7720698745698745,0.2,0.2
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,37,61,31,1.0,0.8151332926332926,0.1935483870967742,0.2
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,38,54,27,0.992798353909465,0.6434495364233925,0.2222222222222222,0.18518518518518517
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,39,53,27,1.0,0.874944638584791,0.1111111111111111,0.19230769230769232
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,40,50,25,1.0,0.8355128205128204,0.24,0.2
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,41,31,16,1.0,0.9164285714285715,0.3125,0.26666666666666666
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,42,28,14,1.0,0.9897959183673469,0.5714285714285714,0.6428571428571429
ca-HepTh,real,resmatch,lspar,0.2,1.0,,100,320.0,24806,43,24,12,1.0,0.9933333333333333,0.08333333333333333,0.08333333333333333
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,0,1168,584,0.9048970198370884,0.49707836003953787,0.14554794520547945,0.1643835616438356
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,1,950,475,0.8877841814188564,0.45711821134401887,0.13473684210526315,0.13473684210526315
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,2,885,443,0.880571980801034,0.4452030311047085,0.11512415349887133,0.15610859728506787
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,3,821,411,0.8662264375609345,0.4386771076739654,0.13138686131386862,0.11707317073170732
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,4,326,163,0.8214756258234519,0.3886208496591956,0.2085889570552147,0.19631901840490798
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,5,323,162,0.8542615306504195,0.3902018451917717,0.10493827160493827,0.14906832298136646
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,6,290,145,0.8812233169129721,0.3893096849717164,0.15172413793103448,0.1724137931034483
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,7,281,141,0.7982510003786598,0.4119380721436132,0.14184397163120568,0.11428571428571428
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,8,273,137,0.9065306348153064,0.40760825301662684,0.12408759124087591,0.13970588235294118
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,9,271,136,0.8348506069094304,0.4025854367508661,0.1323529411764706,0.22962962962962963
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,10,270,135,0.8233417798876735,0.3876768300357836,0.13333333333333333,0.17037037037037037
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,11,264,132,0.8680811818952123,0.40378395462408806,0.1590909090909091,0.13636363636363635
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,12,259,130,0.795147950340258,0.389883340290137,0.11538461538461539,0.13178294573643412
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,13,241,121,0.8154860291223927,0.40795300281335134,0.1322314049586777,0.175
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,14,207,104,0.8449128862590398,0.41888664860652003,0.1346153846153846,0.18446601941747573
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,15,204,102,0.760547454275828,0.4142142729121568,0.13725490196078433,0.1568627450980392
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,16,197,99,0.828868045534712,0.39804431096447906,0.3434343434343434,0.21428571428571427
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,17,196,98,0.8486273080660836,0.4000397329972238,0.12244897959183673,0.11224489795918367
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,18,190,95,0.8261319966583124,0.38525425531760765,0.12631578947368421,0.17894736842105263
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,19,190,95,0.8334457939721097,0.3938609588134942,0.22105263157894736,0.3368421052631579
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,20,162,81,0.7989670933843048,0.38266746970450677,0.19753086419753085,0.18518518518518517
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,21,152,76,0.8356596984886459,0.4001133879934691,0.17105263157894737,0.19736842105263158
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,22,132,66,0.7656947319990798,0.37845534095534095,0.16666666666666666,0.12121212121212122
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,23,130,65,0.8280525030525031,0.4011688070383723,0.16923076923076924,0.13846153846153847
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,24,109,55,0.7512409812409812,0.37826278659612,0.16363636363636364,0.18518518518518517
ca-HepTh,null,jitter,,1.0,1.0,,101,1.0,24806,25,103,52,0.7421430332488025,0.37323855801819733,0.38461538461538464,0.27450980392156865
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,0,1168,584,0.9048970198370884,0.49707836003953787,0.10616438356164383,0.1267123287671233
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,1,950,475,0.8877841814188564,0.45711821134401887,0.07157894736842105,0.08
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,2,885,443,0.880571980801034,0.4452030311047085,0.08577878103837472,0.09276018099547512
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,3,821,411,0.8662264375609345,0.4386771076739654,0.0851581508515815,0.1048780487804878
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,4,326,163,0.8214756258234519,0.3886208496591956,0.12269938650306748,0.12269938650306748
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,5,323,162,0.8542615306504195,0.3902018451917717,0.11728395061728394,0.13664596273291926
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,6,290,145,0.8812233169129721,0.3893096849717164,0.1103448275862069,0.15172413793103448
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,7,281,141,0.7982510003786598,0.4119380721436132,0.12056737588652482,0.12142857142857143
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,8,273,137,0.9065306348153064,0.40760825301662684,0.08759124087591241,0.08823529411764706
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,9,271,136,0.8348506069094304,0.4025854367508661,0.08823529411764706,0.08888888888888889
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,10,270,135,0.8233417798876735,0.3876768300357836,0.1111111111111111,0.08888888888888889
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,11,264,132,0.8680811818952123,0.40378395462408806,0.12878787878787878,0.12121212121212122
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,12,259,130,0.795147950340258,0.389883340290137,0.13076923076923078,0.11627906976744186
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,13,241,121,0.8154860291223927,0.40795300281335134,0.08264462809917356,0.10833333333333334
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,14,207,104,0.8449128862590398,0.41888664860652003,0.11538461538461539,0.0970873786407767
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,15,204,102,0.760547454275828,0.4142142729121568,0.1568627450980392,0.06862745098039216
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,16,197,99,0.828868045534712,0.39804431096447906,0.1414141414141414,0.14285714285714285
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,17,196,98,0.8486273080660836,0.4000397329972238,0.17346938775510204,0.1326530612244898
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,18,190,95,0.8261319966583124,0.38525425531760765,0.10526315789473684,0.1368421052631579
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,19,190,95,0.8334457939721097,0.3938609588134942,0.11578947368421053,0.1368421052631579
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,20,162,81,0.7989670933843048,0.38266746970450677,0.16049382716049382,0.16049382716049382
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,21,152,76,0.8356596984886459,0.4001133879934691,0.19736842105263158,0.17105263157894737
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,22,132,66,0.7656947319990798,0.37845534095534095,0.15151515151515152,0.10606060606060606
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,23,130,65,0.8280525030525031,0.4011688070383723,0.2,0.13846153846153847
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,24,109,55,0.7512409812409812,0.37826278659612,0.14545454545454545,0.12962962962962962
ca-HepTh,null,dspar,dspar,0.8,0.797025,200,300,1.0,19771,25,103,52,0.7421430332488025,0.37323855801819733,0.17307692307692307,0.13725490196078433
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,0,1168,584,0.9048970198370884,0.49707836003953787,0.039383561643835614,0.0410958904109589
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,1,950,475,0.8877841814188564,0.45711821134401887,0.05263157894736842,0.04421052631578947
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,2,885,443,0.880571980801034,0.4452030311047085,0.045146726862302484,0.04524886877828054
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,3,821,411,0.8662264375609345,0.4386771076739654,0.06326034063260341,0.03902439024390244
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,4,326,163,0.8214756258234519,0.3886208496591956,0.06748466257668712,0.06134969325153374
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,5,323,162,0.8542615306504195,0.3902018451917717,0.09259259259259259,0.055900621118012424
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,6,290,145,0.8812233169129721,0.3893096849717164,0.09655172413793103,0.1103448275862069
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,7,281,141,0.7982510003786598,0.4119380721436132,0.07801418439716312,0.07142857142857142
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,8,273,137,0.9065306348153064,0.40760825301662684,0.0948905109489051,0.07352941176470588
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,9,271,136,0.8348506069094304,0.4025854367508661,0.07352941176470588,0.1111111111111111
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,10,270,135,0.8233417798876735,0.3876768300357836,0.06666666666666667,0.08148148148148149
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,11,264,132,0.8680811818952123,0.40378395462408806,0.14393939393939395,0.10606060606060606
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,12,259,130,0.795147950340258,0.389883340290137,0.1,0.06201550387596899
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,13,241,121,0.8154860291223927,0.40795300281335134,0.10743801652892562,0.08333333333333333
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,14,207,104,0.8449128862590398,0.41888664860652003,0.1346153846153846,0.08737864077669903
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,15,204,102,0.760547454275828,0.4142142729121568,0.08823529411764706,0.08823529411764706
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,16,197,99,0.828868045534712,0.39804431096447906,0.10101010101010101,0.07142857142857142
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,17,196,98,0.8486273080660836,0.4000397329972238,0.10204081632653061,0.09183673469387756
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,18,190,95,0.8261319966583124,0.38525425531760765,0.15789473684210525,0.09473684210526316
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,19,190,95,0.8334457939721097,0.3938609588134942,0.12631578947368421,0.07368421052631578
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,20,162,81,0.7989670933843048,0.38266746970450677,0.1111111111111111,0.09876543209876543
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,21,152,76,0.8356596984886459,0.4001133879934691,0.10526315789473684,0.09210526315789473
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,22,132,66,0.7656947319990798,0.37845534095534095,0.10606060606060606,0.13636363636363635
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,23,130,65,0.8280525030525031,0.4011688070383723,0.2153846153846154,0.15384615384615385
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,24,109,55,0.7512409812409812,0.37826278659612,0.18181818181818182,0.12962962962962962
ca-HepTh,null,dspar,dspar,0.5,0.497178,200,300,1.0,12333,25,103,52,0.7421430332488025,0.37323855801819733,0.1346153846153846,0.11764705882352941
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,0,1168,584,0.9048970198370884,0.49707836003953787,0.0547945205479452,0.0410958904109589
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,1,950,475,0.8877841814188564,0.45711821134401887,0.05894736842105263,0.05052631578947368
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,2,885,443,0.880571980801034,0.4452030311047085,0.05869074492099323,0.07239819004524888
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,3,821,411,0.8662264375609345,0.4386771076739654,0.0681265206812652,0.07073170731707316
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,4,326,163,0.8214756258234519,0.3886208496591956,0.07975460122699386,0.05521472392638037
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,5,323,162,0.8542615306504195,0.3902018451917717,0.08641975308641975,0.055900621118012424
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,6,290,145,0.8812233169129721,0.3893096849717164,0.1103448275862069,0.1103448275862069
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,7,281,141,0.7982510003786598,0.4119380721436132,0.09929078014184398,0.07857142857142857
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,8,273,137,0.9065306348153064,0.40760825301662684,0.16058394160583941,0.18382352941176472
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,9,271,136,0.8348506069094304,0.4025854367508661,0.07352941176470588,0.05925925925925926
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,10,270,135,0.8233417798876735,0.3876768300357836,0.05925925925925926,0.05925925925925926
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,11,264,132,0.8680811818952123,0.40378395462408806,0.12121212121212122,0.09090909090909091
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,12,259,130,0.795147950340258,0.389883340290137,0.1076923076923077,0.07751937984496124
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,13,241,121,0.8154860291223927,0.40795300281335134,0.09917355371900827,0.1
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,14,207,104,0.8449128862590398,0.41888664860652003,0.15384615384615385,0.11650485436893204
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,15,204,102,0.760547454275828,0.4142142729121568,0.06862745098039216,0.11764705882352941
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,16,197,99,0.828868045534712,0.39804431096447906,0.13131313131313133,0.10204081632653061
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,17,196,98,0.8486273080660836,0.4000397329972238,0.15306122448979592,0.08163265306122448
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,18,190,95,0.8261319966583124,0.38525425531760765,0.18947368421052632,0.17894736842105263
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,19,190,95,0.8334457939721097,0.3938609588134942,0.10526315789473684,0.07368421052631578
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,20,162,81,0.7989670933843048,0.38266746970450677,0.16049382716049382,0.08641975308641975
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,21,152,76,0.8356596984886459,0.4001133879934691,0.15789473684210525,0.13157894736842105
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,22,132,66,0.7656947319990798,0.37845534095534095,0.09090909090909091,0.06060606060606061
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,23,130,65,0.8280525030525031,0.4011688070383723,0.1076923076923077,0.07692307692307693
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,24,109,55,0.7512409812409812,0.37826278659612,0.16363636363636364,0.1111111111111111
ca-HepTh,null,lspar,lspar,0.5,0.525639,,300,1.0,13039,25,103,52,0.7421430332488025,0.37323855801819733,0.1346153846153846,0.09803921568627451
ca-HepTh,null,lspar,lspar,0.2,0.310973,,300,1.0,7714,0,1168,584,0.9048970198370884,0.49707836003953787,0.02054794520547945,0.018835616438356163
ca-HepTh,null,lspar,lspar,0.2,0.310973,,300,1.0,7714,1,950,475,0.8877841814188564,0.45711821134401887,0.029473684210526315,0.023157894736842106
