arm,gen,detector,d_nom,graph_seed,het_deg,het_size,d_target,mu_target,p_in_mean,p_out,cal_passes,cal_status,lfr_deg_cv,n,m,d_avg_real,n_comm_planted,mu_real,comm_size_min,comm_size_max,deg_min,deg_max,deg_cv,sparsifier,target_ret,realized_ret,knob,status,lspar_floor,m_sparse,Q_base_mean,Q_base_std,Q_base_best,AMI_base_mean,AMI_base_std,ARI_base_mean,nc_base,cv_base,T_leiden_orig,T_sparsify,T_detect_sparse,T_pipeline,Q_orig_transfer,Q_orig_transfer_std,AMI,AMI_std,ARI,AMI_chance,ARI_chance,nc_sparse,cv_sparse,budget,n_restarts,Q_matched_best,AMI_at_matched,ARI_at_matched,nc_matched,dQ_vs_matched,dQ_vs_base_best,dQ_vs_base_mean,dAMI_vs_base_mean,dAMI_vs_matched,dARI_vs_base_mean,speedup_pipeline,speedup_detect_only,Q_resmatch,AMI_resmatch,ARI_resmatch,nc_resmatch,gamma_resmatch
A,dcsbm,leiden,10,1,1,0,11.183,0.57853,0.05297852344787707,0.0006536972261344852,2,ok,2.327,10000,55564,11.1128,100,0.5800518321215176,100,100,0,234,1.5414430459196407,lspar,0.5,0.50245,0.515625,ok,0.15935,27918,0.43008533299727725,0.0005672443448573865,0.43075534798604076,0.6427415053791574,0.005700012569727452,0.4150128354360227,179.2,1.5321176660839275,0.7991281728027388,0.07194702298147604,0.5017650613638883,0.5737120843453644,0.4167801207879924,0.0002344768720931831,0.6251318959933493,0.0013036710986435653,0.4658086025474906,0.0008949030221883852,6.591756376557532e-05,208.66666666666666,1.2172399834315832,0.5737120843453644,1,0.4292242011760465,0.6333668603458666,0.3882705286091596,177,-0.012444080388054057,-0.013975227198048334,-0.013305212209284822,-0.017609609385808134,-0.00823496435251736,0.05079576711146794,1.3929080362924307,1.592634151589917,0.42710380785060686,0.7000706668690524,0.5597622622040439,215,1.5
A,dcsbm,leiden,10,1,1,0,11.183,0.57853,0.05297852344787707,0.0006536972261344852,2,ok,2.327,10000,55564,11.1128,100,0.5800518321215176,100,100,0,234,1.5414430459196407,lspar,0.2,0.15935,0.0,ok,0.15935,8854,0.43008533299727725,0.0005672443448573865,0.43075534798604076,0.6427415053791574,0.005700012569727452,0.4150128354360227,179.2,1.5321176660839275,0.7991281728027388,0.10038185399025679,0.33085215801838785,0.43123401200864464,0.22648045392140423,0.0,0.48625426020544804,5.551115123125783e-17,0.20435570252305288,0.0005165659730247438,4.0390910693756834e-05,1146.0,1.4221484591982658,0.43123401200864464,1,0.4292242011760465,0.6333668603458666,0.3882705286091596,177,-0.20274374725464225,-0.20427489406463653,-0.20360487907587302,-0.15648724517370938,-0.1471126001404186,-0.2106571329129698,1.8531195373029141,2.4153633380814323,0.19331051709655614,0.30476936622642453,0.058275923223698865,1320,60.0
A,dcsbm,leiden,10,1,1,0,11.183,0.57853,0.05297852344787707,0.0006536972261344852,2,ok,2.327,10000,55564,11.1128,100,0.5800518321215176,100,100,0,234,1.5414430459196407,lspar,0.15,0.15935,0.0,floor,0.15935,8854,0.43008533299727725,0.0005672443448573865,0.43075534798604076,0.6427415053791574,0.005700012569727452,0.4150128354360227,179.2,1.5321176660839275,0.7991281728027388,0.06462701997952536,0.33460494367560994,0.3992319636551353,0.22648045392140423,0.0,0.48625426020544804,5.551115123125783e-17,0.20435570252305288,-0.0002859827276419661,-2.957381983513858e-05,1146.0,1.4221484591982658,0.3992319636551353,1,0.4292242011760465,0.6333668603458666,0.3882705286091596,177,-0.20274374725464225,-0.20427489406463653,-0.20360487907587302,-0.15648724517370938,-0.1471126001404186,-0.2106571329129698,2.0016638083944653,2.3882736579572805,0.19331051709655614,0.30476936622642453,0.058275923223698865,1320,60.0
A,dcsbm,leiden,10,1,1,0,11.183,0.57853,0.05297852344787707,0.0006536972261344852,2,ok,2.327,10000,55564,11.1128,100,0.5800518321215176,100,100,0,234,1.5414430459196407,lspar,0.05,0.15935,0.0,floor,0.15935,8854,0.43008533299727725,0.0005672443448573865,0.43075534798604076,0.6427415053791574,0.005700012569727452,0.4150128354360227,179.2,1.5321176660839275,0.7991281728027388,0.06465249799657613,0.33814458900208894,0.40279708699866507,0.22648045392140423,0.0,0.48625426020544804,5.551115123125783e-17,0.20435570252305288,0.0006428735292889311,6.084213961758781e-05,1146.0,1.4221484591982658,0.40279708699866507,1,0.4292242011760465,0.6333668603458666,0.3882705286091596,177,-0.20274374725464225,-0.20427489406463653,-0.20360487907587302,-0.15648724517370938,-0.1471126001404186,-0.2106571329129698,1.9839472493637653,2.3632735782082914,0.19331051709655614,0.30476936622642453,0.058275923223698865,1320,60.0
A,dcsbm,leiden,10,1,1,0,11.183,0.57853,0.05297852344787707,0.0006536972261344852,2,ok,2.327,10000,55564,11.1128,100,0.5800518321215176,100,100,0,234,1.5414430459196407,dspar,0.5,0.49825,0.5,ok,0.15935,27685,0.43008533299727725,0.0005672443448573865,0.43075534798604076,0.6427415053791574,0.005700012569727452,0.4150128354360227,179.2,1.5321176660839275,0.7991281728027388,0.009193092992063612,0.7433910983187767,0.7525841913108403,0.29925742558457874,0.0020613377747222034,0.28412614480016446,0.0018737826265166045,0.10269213846092175,-0.0018099940169446311,-0.0001971437228288509,161.66666666666666,1.9077197507067438,0.7525841913108403,1,0.4292242011760465,0.6333668603458666,0.3882705286091596,177,-0.12996677559146774,-0.13149792240146202,-0.1308279074126985,-0.35861536057899296,-0.3492407155457022,-0.31232069697510095,1.0618455476866036,1.0749767849117575,0.42747539610319324,0.5531483921662783,0.24845742578960295,152,0.75
A,dcsbm,leiden,10,1,1,0,11.183,0.57853,0.05297852344787707,0.0006536972261344852,2,ok,2.327,10000,55564,11.1128,100,0.5800518321215176,100,100,0,234,1.5414430459196407,dspar,0.2,0.20121,0.2,ok,0.15935,11180,0.43008533299727725,0.0005672443448573865,0.43075534798604076,0.6427415053791574,0.005700012569727452,0.4150128354360227,179.2,1.5321176660839275,0.7991281728027388,0.010084432957228273,0.4847816436473901,0.4948660766046184,0.16724271316922193,0.00023857337001167541,0.12944146452838134,0.0028752925984927235,0.023489149364840426,3.2508814413505304e-05,-3.575332811305317e-05,1377.3333333333333,3.984240168324485,0.4948660766046184,1,0.4292242011760465,0.6333668603458666,0.3882705286091596,177,-0.2619814880068245,-0.26351263481681886,-0.26284261982805535,-0.5133000408507761,-0.5039253958174853,-0.39152368607118226,1.614837247050207,1.6484291088051,0.19331051709655614,0.30476936622642453,0.058275923223698865,1320,60.0
A,dcsbm,leiden,10,1,1,0,11.183,0.57853,0.05297852344787707,0.0006536972261344852,2,ok,2.327,10000,55564,11.1128,100,0.5800518321215176,100,100,0,234,1.5414430459196407,dspar,0.15,0.14889,0.15,ok,0.15935,8273,0.43008533299727725,0.0005672443448573865,0.43075534798604076,0.6427415053791574,0.005700012569727452,0.4150128354360227,179.2,1.5321176660839275,0.7991281728027388,0.009676300047431141,0.48576155498934287,0.495437855036774,0.13907974358065525,0.0007215338183638057,0.13191083348815935,0.002131471557526177,0.022633011921953706,0.001016566770225981,0.00011846434513244593,2655.6666666666665,4.320880686012,0.495437855036774,1,0.4292242011760465,0.6333668603458666,0.3882705286091596,177,-0.2901444575953912,-0.29167560440538554,-0.291005589416622,-0.5108306718909981,-0.5014560268577073,-0.39237982351406897,1.6129735842317163,1.6451037851693944,0.156170287348481,0.2228714941295582,0.02929960781421023,2093,120.0
A,dcsbm,leiden,10,1,1,0,11.183,0.57853,0.05297852344787707,0.0006536972261344852,2,ok,2.327,10000,55564,11.1128,100,0.5800518321215176,100,100,0,234,1.5414430459196407,dspar,0.05,0.05021,0.05,ok,0.15935,2790,0.43008533299727725,0.0005672443448573865,0.43075534798604076,0.6427415053791574,0.005700012569727452,0.4150128354360227,179.2,1.5321176660839275,0.7991281728027388,0.01025319698965177,0.5933995693339966,0.6036527663236484,0.05053471824410103,0.0,0.07496854522595658,0.0,0.007417119691000444,-0.0003450919787552443,-2.768405829115597e-05,7211.0,1.1073300862886368,0.6036527663236484,1,0.4292242011760465,0.6333668603458666,0.3882705286091596,177,-0.37868948293194543,-0.3802206297419397,-0.3795506147531762,-0.5677729601532009,-0.5583983151199101,-0.40759571574502224,1.3238209404217098,1.346694898514406,0.156170287348481,0.2228714941295582,0.02929960781421023,2093,120.0
A,dcsbm,leiden,10,1,1,0,11.183,0.57853,0.05297852344787707,0.0006536972261344852,2,ok,2.327,10000,55564,11.1128,100,0.5800518321215176,100,100,0,234,1.5414430459196407,random,0.5,0.5,0.5,ok,0.15935,27782,0.43008533299727725,0.0005672443448573865,0.43075534798604076,0.6427415053791574,0.005700012569727452,0.4150128354360227,179.2,1.5321176660839275,0.7991281728027388,0.0011270889663137496,0.695423781988211,0.6965508709545247,0.33752015091805426,0.0022469487491062097,0.35827808295161195,0.006028223296606963,0.16901564983216186,-6.463635637950431e-05,1.162421420429009e-05,833.0,3.9968462978080694,0.6965508709545247,1,0.4292242011760465,0.6333668603458666,0.3882705286091596,177,-0.09170405025799222,-0.0932351970679865,-0.09256518207922299,-0.28446342242754546,-0.2750887773942547,-0.24599718560386083,1.1472646236270532,1.1491240212091076,0.28925623760879104,0.4790514793497011,0.2266734569139285,656,30.0
A,dcsbm,leiden,10,1,1,0,11.183,0.57853,0.05297852344787707,0.0006536972261344852,2,ok,2.327,10000,55564,11.1128,100,0.5800518321215176,100,100,0,234,1.5414430459196407,random,0.2,0.2,0.2,ok,0.15935,11113,0.43008533299727725,0.0005672443448573865,0.43075534798604076,0.6427415053791574,0.005700012569727452,0.4150128354360227,179.2,1.5321176660839275,0.7991281728027388,0.0009994220454245806,0.6145278249944871,0.6155272470399117,0.161218883218706,0.0014772327986558556,0.14579013567607033,0.0022391109826396852,0.03924583547872792,-0.0006416480747134339,-7.7777109890484e-05,3219.6666666666665,5.699730143095764,0.6155272470399117,1,0.4292242011760465,0.6333668603458666,0.3882705286091596,177,-0.2680053179573405,-0.2695364647673347,-0.2688664497785712,-0.49695136970308706,-0.4875767246697963,-0.3757669999572948,1.2982823695389105,1.3003937987834933,0.156170287348481,0.2228714941295582,0.02929960781421023,2093,120.0
