arm,gen,detector,d_nom,graph_seed,het_deg,het_size,d_target,mu_target,p_in_mean,p_out,cal_passes,cal_status,lfr_deg_cv,n,m,d_avg_real,n_comm_planted,mu_real,comm_size_min,comm_size_max,deg_min,deg_max,deg_cv,sparsifier,target_ret,realized_ret,knob,status,lspar_floor,m_sparse,Q_base_mean,Q_base_std,Q_base_best,AMI_base_mean,AMI_base_std,ARI_base_mean,nc_base,cv_base,T_leiden_orig,T_sparsify,T_detect_sparse,T_pipeline,Q_orig_transfer,Q_orig_transfer_std,AMI,AMI_std,ARI,AMI_chance,ARI_chance,nc_sparse,cv_sparse,budget,n_restarts,Q_matched_best,AMI_at_matched,ARI_at_matched,nc_matched,dQ_vs_matched,dQ_vs_base_best,dQ_vs_base_mean,dAMI_vs_base_mean,dAMI_vs_matched,dARI_vs_base_mean,speedup_pipeline,speedup_detect_only,Q_resmatch,AMI_resmatch,ARI_resmatch,nc_resmatch,gamma_resmatch
A,dcsbm_ps,leiden,10,1,1,1,11.183,0.57853,0.12047523432014687,0.000657378592895557,2,ok,2.327,10000,55592,11.1184,128,0.578950208663117,20,489,0,258,1.5528322710655245,lspar,0.5,0.50333,0.515625,ok,0.15909,27981,0.4254820861151579,0.0015105039863179807,0.4269931865946479,0.6145840857899706,0.00934308399505059,0.42163314698715804,183.2,1.8636898319465924,0.7968641442013904,0.06797246891073883,0.49082676266940933,0.5587992315801482,0.41014086251000875,0.0003958840845089399,0.5858306294796778,0.0012784620430084455,0.4291699908555764,-0.0008103496968485997,-3.5917108987980914e-05,206.33333333333334,1.4456005854758713,0.5587992315801482,1,0.4235226080452196,0.5998787026745025,0.3833090468072072,181,-0.01338174553521082,-0.01685232408463916,-0.015341223605149168,-0.028753456310292802,-0.014048073194824706,0.0075368438684183525,1.4260294201694812,1.6235140477417467,0.42380813010740337,0.6532250930286928,0.49506969357709935,208,1.5
A,dcsbm_ps,leiden,10,1,1,1,11.183,0.57853,0.12047523432014687,0.000657378592895557,2,ok,2.327,10000,55592,11.1184,128,0.578950208663117,20,489,0,258,1.5528322710655245,lspar,0.2,0.15909,0.0,ok,0.15909,8844,0.4254820861151579,0.0015105039863179807,0.4269931865946479,0.6145840857899706,0.00934308399505059,0.42163314698715804,183.2,1.8636898319465924,0.7968641442013904,0.09771119797369465,0.3324002273341951,0.43011142530788976,0.22721552177241586,0.0,0.46958922167681344,0.0,0.15320501514123042,5.179737215073075e-05,-1.1814321849413392e-06,1157.0,1.5969733623326345,0.43011142530788976,1,0.4235226080452196,0.5998787026745025,0.3833090468072072,181,-0.19630708627280372,-0.19977766482223205,-0.19826656434274206,-0.14499486411315715,-0.13028948099768906,-0.2684281318459276,1.8526923427597055,2.3973032467279975,0.21790049827183713,0.3368654190667376,0.05878363175580252,1275,60.0
A,dcsbm_ps,leiden,10,1,1,1,11.183,0.57853,0.12047523432014687,0.000657378592895557,2,ok,2.327,10000,55592,11.1184,128,0.578950208663117,20,489,0,258,1.5528322710655245,lspar,0.15,0.15909,0.0,floor,0.15909,8844,0.4254820861151579,0.0015105039863179807,0.4269931865946479,0.6145840857899706,0.00934308399505059,0.42163314698715804,183.2,1.8636898319465924,0.7968641442013904,0.061288653989322484,0.33168622065568343,0.3929748746450059,0.22721552177241586,0.0,0.46958922167681344,0.0,0.15320501514123042,-0.0008578601558523,-3.766778526267779e-05,1157.0,1.5969733623326345,0.3929748746450059,1,0.4235226080452196,0.5998787026745025,0.3833090468072072,181,-0.19630708627280372,-0.19977766482223205,-0.19826656434274206,-0.14499486411315715,-0.13028948099768906,-0.2684281318459276,2.0277737728684007,2.4024638184430294,0.21790049827183713,0.3368654190667376,0.05878363175580252,1275,60.0
A,dcsbm_ps,leiden,10,1,1,1,11.183,0.57853,0.12047523432014687,0.000657378592895557,2,ok,2.327,10000,55592,11.1184,128,0.578950208663117,20,489,0,258,1.5528322710655245,lspar,0.05,0.15909,0.0,floor,0.15909,8844,0.4254820861151579,0.0015105039863179807,0.4269931865946479,0.6145840857899706,0.00934308399505059,0.42163314698715804,183.2,1.8636898319465924,0.7968641442013904,0.06128260400146246,0.3321115350117907,0.39339413901325315,0.22721552177241586,0.0,0.46958922167681344,0.0,0.15320501514123042,0.0010479756755267264,0.00013673698244890246,1157.0,1.5969733623326345,0.39339413901325315,1,0.4235226080452196,0.5998787026745025,0.3833090468072072,181,-0.19630708627280372,-0.19977766482223205,-0.19826656434274206,-0.14499486411315715,-0.13028948099768906,-0.2684281318459276,2.0256126494414923,2.3993871341237814,0.21790049827183713,0.3368654190667376,0.05878363175580252,1275,60.0
A,dcsbm_ps,leiden,10,1,1,1,11.183,0.57853,0.12047523432014687,0.000657378592895557,2,ok,2.327,10000,55592,11.1184,128,0.578950208663117,20,489,0,258,1.5528322710655245,dspar,0.5,0.49987,0.5,ok,0.15909,27789,0.4254820861151579,0.0015105039863179807,0.4269931865946479,0.6145840857899706,0.00934308399505059,0.42163314698715804,183.2,1.8636898319465924,0.7968641442013904,0.0083407640340738,0.7574691249950168,0.7658098890290906,0.29249761037893124,0.004548801665824565,0.2712181485794935,0.010262808707132134,0.07937031050015893,0.0001898918552187792,-1.5448774876303257e-05,173.33333333333334,2.1732585153971655,0.7658098890290906,1,0.4235226080452196,0.5998787026745025,0.3833090468072072,181,-0.13102499766628833,-0.13449557621571667,-0.13298447573622668,-0.3433659372104771,-0.328660554095009,-0.3422628364869991,1.0405508672807438,1.0520087458437763,0.4235226080452196,0.5998787026745025,0.3833090468072072,181,1.0
A,dcsbm_ps,leiden,10,1,1,1,11.183,0.57853,0.12047523432014687,0.000657378592895557,2,ok,2.327,10000,55592,11.1184,128,0.578950208663117,20,489,0,258,1.5528322710655245,dspar,0.2,0.19954,0.2,ok,0.15909,11093,0.4254820861151579,0.0015105039863179807,0.4269931865946479,0.6145840857899706,0.00934308399505059,0.42163314698715804,183.2,1.8636898319465924,0.7968641442013904,0.010862516006454825,0.47502698966612417,0.485889505672579,0.16658111092261843,0.0008182402922633508,0.12353871551986628,0.0033439694559070803,0.01831530786796088,0.0014222086798381713,5.703059206287023e-05,1417.0,3.970090707132084,0.485889505672579,1,0.4235226080452196,0.5998787026745025,0.3833090468072072,181,-0.25694149712260117,-0.2604120756720295,-0.2589009751925395,-0.4910453702701043,-0.4763399871546362,-0.40331783911919716,1.6400110208150174,1.6775134077359932,0.21790049827183713,0.3368654190667376,0.05878363175580252,1275,60.0
A,dcsbm_ps,leiden,10,1,1,1,11.183,0.57853,0.12047523432014687,0.000657378592895557,2,ok,2.327,10000,55592,11.1184,128,0.578950208663117,20,489,0,258,1.5528322710655245,dspar,0.15,0.15004,0.15,ok,0.15909,8341,0.4254820861151579,0.0015105039863179807,0.4269931865946479,0.6145840857899706,0.00934308399505059,0.42163314698715804,183.2,1.8636898319465924,0.7968641442013904,0.010847266996279359,0.5002371579951918,0.5110844249914711,0.13940541686190408,9.053054266824438e-05,0.1153773712323915,0.0017007914123798812,0.015572506504305514,9.615834564347075e-05,9.730804499815109e-05,2615.6666666666665,4.348641499878647,0.5110844249914711,1,0.4235226080452196,0.5998787026745025,0.3833090468072072,181,-0.28411719118331547,-0.2875877697327438,-0.2860766692532538,-0.4992067145575791,-0.484501331442111,-0.4060606404828525,1.5591634282627345,1.592972715971351,0.16693378451909222,0.237127936188679,0.024064829300011203,2044,120.0
A,dcsbm_ps,leiden,10,1,1,1,11.183,0.57853,0.12047523432014687,0.000657378592895557,2,ok,2.327,10000,55592,11.1184,128,0.578950208663117,20,489,0,258,1.5528322710655245,dspar,0.05,0.04995,0.05,ok,0.15909,2777,0.4254820861151579,0.0015105039863179807,0.4269931865946479,0.6145840857899706,0.00934308399505059,0.42163314698715804,183.2,1.8636898319465924,0.7968641442013904,0.008837162051349878,0.5829668350052088,0.5918039970565587,0.04999388500870009,0.0,0.06967909820760633,1.5700924586837752e-16,0.0045150805439970465,3.686792281072869e-05,1.7989388955822964e-06,7224.0,1.134066594164558,0.5918039970565587,1,0.4235226080452196,0.5998787026745025,0.3833090468072072,181,-0.37352872303651946,-0.3769993015859478,-0.3754882011064578,-0.5449049875823643,-0.5301996044668962,-0.41711806644316096,1.346500105042775,1.3669116257604437,0.16693378451909222,0.237127936188679,0.024064829300011203,2044,120.0
A,dcsbm_ps,leiden,10,1,1,1,11.183,0.57853,0.12047523432014687,0.000657378592895557,2,ok,2.327,10000,55592,11.1184,128,0.578950208663117,20,489,0,258,1.5528322710655245,random,0.5,0.5,0.5,ok,0.15909,27796,0.4254820861151579,0.0015105039863179807,0.4269931865946479,0.6145840857899706,0.00934308399505059,0.42163314698715804,183.2,1.8636898319465924,0.7968641442013904,0.0011365640093572438,0.6704711346925857,0.6716076987019429,0.3218406741259123,0.0012374466252406163,0.3142872759581556,0.008896376888911163,0.13801760271131955,-0.0005641936626989964,-5.659068902298935e-05,819.6666666666666,4.93485149238825,0.6716076987019429,1,0.4235226080452196,0.5998787026745025,0.3833090468072072,181,-0.1016819339193073,-0.10515251246873564,-0.10364141198924565,-0.300296809831815,-0.2855914267163469,-0.28361554427583846,1.1865023967735007,1.1885137226179865,0.27753094148321916,0.45798931710488067,0.13659346595835703,755,30.0
A,dcsbm_ps,leiden,10,1,1,1,11.183,0.57853,0.12047523432014687,0.000657378592895557,2,ok,2.327,10000,55592,11.1184,128,0.578950208663117,20,489,0,258,1.5528322710655245,random,0.2,0.19999,0.2,ok,0.15909,11118,0.4254820861151579,0.0015105039863179807,0.4269931865946479,0.6145840857899706,0.00934308399505059,0.42163314698715804,183.2,1.8636898319465924,0.7968641442013904,0.0010182200348936021,0.5943566910185231,0.5953749110534167,0.15311346783995475,0.001503948693313092,0.12569722312903261,0.0013650721397493518,0.030128044371748253,0.0004948191709573457,-0.0001782176739350237,3140.6666666666665,5.996047173758346,0.5953749110534167,1,0.4235226080452196,0.5998787026745025,0.3833090468072072,181,-0.27040914020526485,-0.2738797187546932,-0.2723686182752032,-0.48888686266093795,-0.47418147954546985,-0.3915051026154098,1.3384241247107174,1.3407170412027147,0.16693378451909222,0.237127936188679,0.024064829300011203,2044,120.0
