arm,detector,mu,d_nom,lfr_seed,gen_mode,n,m,d_avg_real,n_comm_planted,mu_real,comm_size_min,comm_size_max,deg_min,deg_max,deg_cv,sparsifier,target_ret,realized_ret,knob,status,lspar_floor,m_sparse,Q_base_mean,Q_base_std,Q_base_best,AMI_base_mean,AMI_base_std,ARI_base_mean,nc_base,cv_base,T_leiden_orig,T_sparsify,T_detect_sparse,T_pipeline,Q_orig_transfer,Q_orig_transfer_std,AMI,AMI_std,ARI,AMI_chance,ARI_chance,nc_sparse,cv_sparse,budget,n_restarts,Q_matched_best,AMI_at_matched,ARI_at_matched,nc_matched,dQ_vs_matched,dQ_vs_base_best,dQ_vs_base_mean,dAMI_vs_base_mean,dAMI_vs_matched,dARI_vs_base_mean,speedup_pipeline,speedup_detect_only,Q_resmatch,AMI_resmatch,ARI_resmatch,nc_resmatch,gamma_resmatch
A,leiden,0.3,25,3,maxdeg_cap100,10000,165638,33.1276,92,0.3759282290295705,20,499,6,706,1.5567481613651688,dspar,0.5,0.49917,0.5,ok,0.05196,82682,0.587674562264693,2.745725467915742e-05,0.5877224250958134,0.949415476692353,0.0010753126862822,0.9153869622470716,50.8,0.4657119353349851,0.7591739858034998,0.0284474699947168,0.5843341196668916,0.6127815896616085,0.5851427466462297,7.368847443018817e-05,0.9436578486570752,0.0020773571577047,0.9063499622861,-7.003102965818663e-05,-8.192712329227143e-05,53.333333333333336,0.5235533812646681,0.6127815896616085,1,0.5876457703152574,0.9500884588466388,0.9186151709618467,51,-0.0025030236690277,-0.0025796784495837,-0.0025318156184632,-0.0057576280352779,-0.0064306101895635,-0.0090369999609716,1.2388981630840648,1.2992121463594806,0.5876457703152574,0.9500884588466388,0.9186151709618467,51,1.0
A,leiden,0.3,25,3,maxdeg_cap100,10000,165638,33.1276,92,0.3759282290295705,20,499,6,706,1.5567481613651688,dspar,0.2,0.20031,0.2,ok,0.05196,33179,0.587674562264693,2.745725467915742e-05,0.5877224250958134,0.949415476692353,0.0010753126862822,0.9153869622470716,50.8,0.4657119353349851,0.7591739858034998,0.0268564049983979,0.4702867116648122,0.4971431166632101,0.478627659682158,0.0011585233847074,0.636779789616928,0.0089075720251988,0.5183631117322828,-0.0002492465379601,-6.6509946415896e-05,69.0,1.1077249974946215,0.4971431166632101,1,0.5876457703152574,0.9500884588466388,0.9186151709618467,51,-0.1090181106330994,-0.1090947654136554,-0.1090469025825349,-0.312635687075425,-0.3133086692297107,-0.3970238505147887,1.5270733122063975,1.614279049297456,0.5873794985518561,0.9776863206390533,0.9765536353555544,68,2.0
A,leiden,0.3,25,3,maxdeg_cap100,10000,165638,33.1276,92,0.3759282290295705,20,499,6,706,1.5567481613651688,dspar,0.15,0.151,0.15,ok,0.05196,25011,0.587674562264693,2.745725467915742e-05,0.5877224250958134,0.949415476692353,0.0010753126862822,0.9153869622470716,50.8,0.4657119353349851,0.7591739858034998,0.0282769199984613,0.4346698706697983,0.4629467906682596,0.3842660159531692,0.0006033521556133,0.4718037334390741,0.0018380662063178,0.3554049000055319,-8.917748811588192e-05,0.0002301474667465,207.66666666666663,2.446912078333313,0.4629467906682596,1,0.5876457703152574,0.9500884588466388,0.9186151709618467,51,-0.2033797543620882,-0.2034564091426441,-0.2034085463115237,-0.4776117432532789,-0.4782847254075646,-0.5599820622415397,1.6398730936392036,1.7465530441152075,0.4060851531252866,0.8982975567412245,0.7501525052923652,258,15.0
A,leiden,0.3,25,3,maxdeg_cap100,10000,165638,33.1276,92,0.3759282290295705,20,499,6,706,1.5567481613651688,dspar,0.05,0.05019,0.05,ok,0.05196,8314,0.587674562264693,2.745725467915742e-05,0.5877224250958134,0.949415476692353,0.0010753126862822,0.9153869622470716,50.8,0.4657119353349851,0.7591739858034998,0.0281310020000091,0.380835248332005,0.4089662503320141,0.0676099591419909,0.0016039475331649,0.1670299503879638,0.0017830090198662,0.044756920056097,-0.0008380752270987,-4.042691559445636e-05,2963.6666666666665,4.80638591822532,0.4089662503320141,1,0.5876457703152574,0.9500884588466388,0.9186151709618467,51,-0.5200358111732665,-0.5201124659538224,-0.520064603122702,-0.7823855263043892,-0.7830585084586749,-0.8706300421909744,1.856324293721484,1.9934446433951567,0.0795057765457027,0.322736350167952,0.0474888078020844,2699,120.0
A,leiden,0.3,25,3,maxdeg_cap100,10000,165638,33.1276,92,0.3759282290295705,20,499,6,706,1.5567481613651688,random,0.5,0.5,0.5,ok,0.05196,82819,0.587674562264693,2.745725467915742e-05,0.5877224250958134,0.949415476692353,0.0010753126862822,0.9153869622470716,50.8,0.4657119353349851,0.7591739858034998,0.0030000209953868,0.5597917343329755,0.5627917553283623,0.5783573589016484,0.0002630346988027,0.8859632632507938,0.0016146588572852,0.841448362799282,0.0001752155615919,5.5546004287878734e-05,48.333333333333336,0.5161563970045305,0.5627917553283623,1,0.5876457703152574,0.9500884588466388,0.9186151709618467,51,-0.009288411413609,-0.0093650661941649,-0.0093172033630445,-0.0634522134415592,-0.0641251955958449,-0.0739385994477894,1.3489429768930388,1.3561721962688498,0.5876457703152574,0.9500884588466388,0.9186151709618467,51,1.0
A,leiden,0.3,25,3,maxdeg_cap100,10000,165638,33.1276,92,0.3759282290295705,20,499,6,706,1.5567481613651688,random,0.2,0.2,0.2,ok,0.05196,33128,0.587674562264693,2.745725467915742e-05,0.5877224250958134,0.949415476692353,0.0010753126862822,0.9153869622470716,50.8,0.4657119353349851,0.7591739858034998,0.0030892480062902,0.4306547409990647,0.433743989005355,0.4862535440252227,0.0011411269509498,0.6100666996423717,0.0039946430873785,0.5542661964722558,-6.116102272781989e-06,0.0001748235528219,271.0,2.785397086099653,0.433743989005355,1,0.5876457703152574,0.9500884588466388,0.9186151709618467,51,-0.1013922262900347,-0.1014688810705907,-0.1014210182394702,-0.3393487770499813,-0.340021759204267,-0.3611207657748156,1.750281283538726,1.7628367077587763,0.4060851531252866,0.8982975567412245,0.7501525052923652,258,15.0
A,leiden,0.3,25,3,maxdeg_cap100,10000,165638,33.1276,92,0.3759282290295705,20,499,6,706,1.5567481613651688,random,0.15,0.15,0.15,ok,0.05196,24846,0.587674562264693,2.745725467915742e-05,0.5877224250958134,0.949415476692353,0.0010753126862822,0.9153869622470716,50.8,0.4657119353349851,0.7591739858034998,0.0026084550045197,0.3878870773332892,0.390495532337809,0.4251567347074414,0.000274343379339,0.5084647134723735,0.0021229766538527,0.470729708867691,-0.0003387606052555,-0.0001713691326239,588.3333333333334,4.097799129368489,0.390495532337809,1,0.5876457703152574,0.9500884588466388,0.9186151709618467,51,-0.162489035607816,-0.162565690388372,-0.1625178275572515,-0.4409507632199795,-0.4416237453742652,-0.4446572533793805,1.9441297606108208,1.957203604262343,0.252595337820336,0.7266225638615393,0.403975342938481,683,30.0
A,leiden,0.3,25,3,maxdeg_cap100,10000,165638,33.1276,92,0.3759282290295705,20,499,6,706,1.5567481613651688,random,0.05,0.05,0.05,ok,0.05196,8282,0.587674562264693,2.745725467915742e-05,0.5877224250958134,0.949415476692353,0.0010753126862822,0.9153869622470716,50.8,0.4657119353349851,0.7591739858034998,0.0029370880001806,0.387300143003813,0.3902372310039936,0.1524291824503049,0.0048643083450578,0.2375425145313284,0.0013251024796724,0.1736913135547403,0.0010276847164848,3.40681711470311e-05,3555.0,6.582284648250867,0.3902372310039936,1,0.5876457703152574,0.9500884588466388,0.9186151709618467,51,-0.4352165878649524,-0.4352932426455084,-0.4352453798143879,-0.7118729621610246,-0.7125459443153103,-0.7416956486923312,1.945416596592575,1.960169650120748,0.0795057765457027,0.322736350167952,0.0474888078020844,2699,120.0
A,leiden,0.3,50,1,maxdeg_cap85_recal,10000,261301,52.2602,84,0.3905457690556101,20,440,11,607,1.1235331756245437,lspar,0.5,0.50305,0.757812,ok,0.03346,131447,0.5780667282775639,1.435507741347124e-05,0.5780863585893272,0.9624389963566704,0.0014523663405333,0.9444004148622752,49.0,0.4859889471207628,1.0586618296001689,0.7606585690009524,0.4444468959967101,1.2051054649976625,0.5777498881234957,3.70347870397419e-06,0.9810333097169518,0.0009549732285414,0.9795364908459542,8.171727214788195e-05,2.760941230808984e-05,62.66666666666666,0.6901966364996103,1.2051054649976625,1,0.5780534203442513,0.963886596175076,0.9471494813214458,50,-0.0003035322207556,-0.0003364704658315,-0.0003168401540681,0.0185943133602815,0.0171467135418758,0.035136075983679,0.8784806478346046,2.381975977638519,0.5780073993680086,0.97480684671356,0.969470481025524,56,1.5
A,leiden,0.3,50,1,maxdeg_cap85_recal,10000,261301,52.2602,84,0.3905457690556101,20,440,11,607,1.1235331756245437,lspar,0.2,0.19992,0.484375,ok,0.03346,52239,0.5780667282775639,1.435507741347124e-05,0.5780863585893272,0.9624389963566704,0.0014523663405333,0.9444004148622752,49.0,0.4859889471207628,1.0586618296001689,0.5791812020033831,0.2669872263310632,0.8461684283344464,0.5776308994662962,2.618262629281592e-06,0.9910734041206016,0.0003181922129538,0.9919976862147882,-0.0002048060435125,-3.272864014737833e-05,74.0,0.8381559230306181,0.8461684283344464,1,0.5780534203442513,0.963886596175076,0.9471494813214458,50,-0.0004225208779551,-0.000455459123031,-0.0004358288112676,0.0286344077639313,0.0271868079455256,0.0475972713525131,1.251124237386147,3.965215280701976,0.5778074793498937,0.9890659652859124,0.9906928112377577,70,2.0
A,leiden,0.3,50,1,maxdeg_cap85_recal,10000,261301,52.2602,84,0.3905457690556101,20,440,11,607,1.1235331756245437,lspar,0.15,0.14862,0.390625,ok,0.03346,38835,0.5780667282775639,1.435507741347124e-05,0.5780863585893272,0.9624389963566704,0.0014523663405333,0.9444004148622752,49.0,0.4859889471207628,1.0586618296001689,0.5746187820041087,0.2419930493318437,0.8166118313359524,0.5776079028820733,0.0,0.9921637376883132,0.0,0.993066006960214,-8.865646606122477e-06,-3.66858442944267e-05,76.0,0.8629644720381021,0.8166118313359524,1,0.5780534203442513,0.963886596175076,0.9471494813214458,50,-0.000445517462178,-0.0004784557072539,-0.0004588253954905,0.029724741331643,0.0282771415132373,0.0486655920979389,1.2964076553583972,4.374761310389671,0.5776907806154594,0.9963798338857012,0.997344991362746,80,3.0
A,leiden,0.3,50,1,maxdeg_cap85_recal,10000,261301,52.2602,84,0.3905457690556101,20,440,11,607,1.1235331756245437,lspar,0.05,0.06478,0.0625,ok,0.03346,16928,0.5780667282775639,1.435507741347124e-05,0.5780863585893272,0.9624389963566704,0.0014523663405333,0.9444004148622752,49.0,0.4859889471207628,1.0586618296001689,0.8411723419994814,0.2122618866657527,1.0534342286652345,0.5775637418109917,0.0,0.9949618489789268,1.1102230246251563e-16,0.9953520242955816,0.0003153140459668,0.0001221335122818,81.0,0.9225751134731524,1.0534342286652345,1,0.5780534203442513,0.963886596175076,0.9471494813214458,50,-0.0004896785332596,-0.0005226167783355,-0.0005029864665722,0.0325228526222565,0.0310752528038508,0.0509516094333064,1.0049624369445052,4.987526711600542,0.5776907806154594,0.9963798338857012,0.997344991362746,80,3.0
A,leiden,0.3,50,1,maxdeg_cap85_recal,10000,261301,52.2602,84,0.3905457690556101,20,440,11,607,1.1235331756245437,dspar,0.5,0.50094,0.5,ok,0.03346,130896,0.5780667282775639,1.435507741347124e-05,0.5780863585893272,0.9624389963566704,0.0014523663405333,0.9444004148622752,49.0,0.4859889471207628,1.0586618296001689,0.0438635400059865,0.7399453953306269,0.7838089353366134,0.5777290661299807,2.8210428947025587e-05,0.9715648558303428,0.0001167677304087,0.9568835025326916,-0.0011532184426873,-0.0001265067300218,55.66666666666666,0.6072639506215963,0.7838089353366134,1,0.5780534203442513,0.963886596175076,0.9471494813214458,50,-0.0003243542142706,-0.0003572924593465,-0.0003376621475832,0.0091258594736725,0.0076782596552668,0.0124830876704166,1.3506631295872094,1.4307296677305914,0.5780073993680086,0.97480684671356,0.969470481025524,56,1.5
A,leiden,0.3,50,1,maxdeg_cap85_recal,10000,261301,52.2602,84,0.3905457690556101,20,440,11,607,1.1235331756245437,dspar,0.2,0.20042,0.2,ok,0.03346,52369,0.5780667282775639,1.435507741347124e-05,0.5780863585893272,0.9624389963566704,0.0014523663405333,0.9444004148622752,49.0,0.4859889471207628,1.0586618296001689,0.0448518169941962,0.5949598936689048,0.639811710663101,0.532353532276478,0.006282359260711,0.8024962094496638,0.024420392547545,0.5820004037341093,0.0002543899104899,0.0002330981519266,38.333333333333336,0.86381777468084,0.639811710663101,1,0.5780534203442513,0.963886596175076,0.9471494813214458,50,-0.0456998880677733,-0.0457328263128492,-0.0457131960010859,-0.1599427869070064,-0.1613903867254121,-0.3624000111281658,1.654645909033099,1.7793835195710086,0.5776941106894515,0.9357152453649532,0.8684204081815851,39,0.75
A,leiden,0.3,50,1,maxdeg_cap85_recal,10000,261301,52.2602,84,0.3905457690556101,20,440,11,607,1.1235331756245437,dspar,0.15,0.14928,0.15,ok,0.03346,39006,0.5780667282775639,1.435507741347124e-05,0.5780863585893272,0.9624389963566704,0.0014523663405333,0.9444004148622752,49.0,0.4859889471207628,1.0586618296001689,0.0452377339970553,0.5538870189969506,0.5991247529940059,0.4764559373955189,0.0078541187031052,0.6503577935831276,0.0181773656325441,0.4424338481349821,-0.0012187816207666,-8.043831453640322e-05,49.333333333333336,1.27125897889734,0.5991247529940059,1,0.5780534203442513,0.963886596175076,0.9471494813214458,50,-0.1015974829487324,-0.1016304211938083,-0.101610790882045,-0.3120812027735427,-0.3135288025919484,-0.501966566727293,1.7670140055300978,1.911331721615952,0.5780534203442513,0.963886596175076,0.9471494813214458,50,1.0
