network,algo,arm,target_ret,spar_seed,algo_seed,realized_ret,m_sparse,Q_native,Q_orig,k,t_detect
wiki-Vote,labelprop,dspar,0.5,200,301,0.498829,50250,0.00015918794089248624,7.941151087019036e-05,2,0.06339061603648588
wiki-Vote,labelprop,dspar,0.5,200,302,0.498829,50250,0.38026838523798906,0.3355693429644821,3,0.029566856974270195
wiki-Vote,labelprop,dspar,0.5,201,300,0.499772,50345,0.29205376121565246,0.2531063219230762,3,0.02463886799523607
wiki-Vote,labelprop,dspar,0.5,201,301,0.499772,50345,0.00015888758666595483,7.941151087019036e-05,2,0.06182012800127268
wiki-Vote,labelprop,dspar,0.5,201,302,0.499772,50345,0.3815902602956277,0.3372904224443515,3,0.04790092195617035
wiki-Vote,labelprop,lspar,0.5,,300,0.501767,50546,0.5225551692801825,0.38837784583672547,11,0.04719803499756381
wiki-Vote,labelprop,lspar,0.5,,301,0.501767,50546,0.3066545401922399,0.22384909175362586,9,0.0256439580116421
wiki-Vote,labelprop,lspar,0.5,,302,0.501767,50546,0.07085285803232394,0.04730971617943712,4,0.03387465397827327
ca-HepTh,infomap,baseline,1.0,,100,1.0,24806,0.6771243950044984,0.6771243950044984,569,0.33588840800803155
ca-HepTh,infomap,baseline,1.0,,101,1.0,24806,0.678283931587761,0.678283931587761,560,0.2566605969914235
ca-HepTh,infomap,baseline,1.0,,102,1.0,24806,0.6788867282936649,0.6788867282936649,578,0.23957208095816895
ca-HepTh,infomap,dspar,0.8,200,300,0.800653,19861,0.7127882129574552,0.6316563740950807,640,0.2296303100301884
ca-HepTh,infomap,dspar,0.8,200,301,0.800653,19861,0.7095378892060747,0.6294199709897131,642,0.23097921296721324
ca-HepTh,infomap,dspar,0.8,200,302,0.800653,19861,0.7129672593032763,0.6328178055730018,639,0.18066560302395374
ca-HepTh,infomap,dspar,0.8,201,300,0.800331,19853,0.7117286391348765,0.6319628781815625,639,0.20380132202990353
ca-HepTh,infomap,dspar,0.8,201,301,0.800331,19853,0.7118856448875968,0.6319656514557782,634,0.3026562429731712
ca-HepTh,infomap,dspar,0.8,201,302,0.800331,19853,0.7135943518208976,0.6336585407559866,630,0.22943542298162356
ca-HepTh,infomap,dspar,0.5,200,300,0.497541,12342,0.8122210486785336,0.5289889208076928,954,0.21226587297860533
ca-HepTh,infomap,dspar,0.5,200,301,0.497541,12342,0.8119848300111844,0.5283492061584175,957,0.18436789099359885
ca-HepTh,infomap,dspar,0.5,200,302,0.497541,12342,0.8112669240479828,0.5274560582866683,959,0.20638223696732894
ca-HepTh,infomap,dspar,0.5,201,300,0.500887,12425,0.8088294596553253,0.5241793401370902,948,0.22488280496327206
ca-HepTh,infomap,dspar,0.5,201,301,0.500887,12425,0.8094460201855085,0.5263988305763196,952,0.24714942404534668
ca-HepTh,infomap,dspar,0.5,201,302,0.500887,12425,0.8101706545105742,0.5266682152040456,941,0.19408591301180422
ca-HepTh,infomap,lspar,0.5,,300,0.500605,12418,0.884046661285661,0.5707958784760515,959,0.1906711719930172
ca-HepTh,infomap,lspar,0.5,,301,0.500605,12418,0.8838220083061968,0.5718151310998253,964,0.17361473402706906
ca-HepTh,infomap,lspar,0.5,,302,0.500605,12418,0.8832708747512172,0.5704287442609741,967,0.1783089530072175
ca-HepTh,louvain,baseline,1.0,,100,1.0,24806,0.7554214902596985,0.7554214902596985,51,0.03946384199662134
ca-HepTh,louvain,baseline,1.0,,101,1.0,24806,0.7556982066346416,0.7556982066346416,49,0.036852910998277366
ca-HepTh,louvain,baseline,1.0,,102,1.0,24806,0.7506227564796634,0.7506227564796634,50,0.036371929047163576
ca-HepTh,louvain,dspar,0.8,200,300,0.800653,19861,0.789302389180962,0.7290103103656087,58,0.02964963100384921
ca-HepTh,louvain,dspar,0.8,200,301,0.800653,19861,0.7903514580658114,0.7294138554853488,56,0.02920192200690508
ca-HepTh,louvain,dspar,0.8,200,302,0.800653,19861,0.7925429996367106,0.7361642941989657,60,0.031021798960864544
ca-HepTh,louvain,dspar,0.8,201,300,0.800331,19853,0.7908709227398522,0.7311456738199575,53,0.027321289002429694
ca-HepTh,louvain,dspar,0.8,201,301,0.800331,19853,0.7920834425273787,0.7328861686919472,58,0.029028125980403274
ca-HepTh,louvain,dspar,0.8,201,302,0.800331,19853,0.7940199165828241,0.7360007563392399,56,0.028823807020671666
ca-HepTh,louvain,dspar,0.5,200,300,0.497541,12342,0.8847525412840407,0.6284437646521595,224,0.024763083027210087
ca-HepTh,louvain,dspar,0.5,200,301,0.497541,12342,0.8852192835574872,0.6351868383035164,220,0.022040829993784428
ca-HepTh,louvain,dspar,0.5,200,302,0.497541,12342,0.884118928792263,0.6322101009924245,224,0.025153751019388437
ca-HepTh,louvain,dspar,0.5,201,300,0.500887,12425,0.8831646620163655,0.6313318392571063,226,0.02307156997267157
ca-HepTh,louvain,dspar,0.5,201,301,0.500887,12425,0.8835182718038629,0.6326024181300028,222,0.019840848981402814
ca-HepTh,louvain,dspar,0.5,201,302,0.500887,12425,0.8836394366197202,0.6346878325836709,224,0.02301105303922668
ca-HepTh,louvain,lspar,0.5,,300,0.500605,12418,0.9454542559376319,0.683751258471698,318,0.017092545982450247
ca-HepTh,louvain,lspar,0.5,,301,0.500605,12418,0.9456731017773239,0.685744381317186,322,0.020602550997864455
ca-HepTh,louvain,lspar,0.5,,302,0.500605,12418,0.9451366076618019,0.6852555285599328,320,0.01821893296437338
ca-HepTh,labelprop,baseline,1.0,,100,1.0,24806,0.6301717355055443,0.6301717355055443,541,0.09437802998581901
ca-HepTh,labelprop,baseline,1.0,,101,1.0,24806,0.6741572833032402,0.6741572833032402,603,0.11002873699180782
ca-HepTh,labelprop,baseline,1.0,,102,1.0,24806,0.6483026360831897,0.6483026360831897,560,0.08178389101522043
ca-HepTh,labelprop,dspar,0.8,200,300,0.800653,19861,0.6805519966404865,0.6050676168944709,837,0.0332805429934524
ca-HepTh,labelprop,dspar,0.8,200,301,0.800653,19861,0.6899393093565686,0.6148596459326559,795,0.04778607399202883
ca-HepTh,labelprop,dspar,0.8,200,302,0.800653,19861,0.6894300857451432,0.6158988233900209,796,0.047483641013968736
