network,n,m,sampler,alpha,weighted,rep,sparsify_seed,leiden_seed,m_sparse,retention,Q_P0_orig,Q_P0_sparse,dQ_fixed,Q_sparse_leiden,Q_orig_of_P,Q_base_mean,Q_base_std,Q_base_best,transfer_vs_mean,transfer_vs_best,nc_P0,nc_P,nc_base_mean,t_leiden,ami_P,ari_P,ami_base_mean,ari_base_mean
email-Enron,33696,180811,paper,1.0,False,0,200,300,78617,0.4348020861562626,0.612428927514086,0.7465213769638388,0.13409244944975285,0.776475217503416,0.5767602901950565,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.030337014498626136,-0.03259656905098429,192,218,171.2,0.9694555889582261,,,,
email-Enron,33696,180811,paper,1.0,False,1,201,301,78475,0.4340167357074514,0.612428927514086,0.7463305533636828,0.13390162584959686,0.776214729632781,0.5742575038260277,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.03283980086765492,-0.03509935542001308,192,218,171.2,0.944880494964309,,,,
email-Enron,33696,180811,paper,1.0,False,2,202,302,78495,0.43412734844672063,0.612428927514086,0.7464119652289991,0.13398303771491316,0.7771830073806183,0.5739207022247004,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.03317660246898224,-0.0354361570213404,192,202,171.2,0.9073072100291029,,,,
email-Enron,33696,180811,paper,1.0,False,3,203,303,78440,0.43382316341373034,0.612428927514086,0.748531093868686,0.13610216635460004,0.7766250537800989,0.5677826136289045,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.03931469106477814,-0.041574245617136296,192,211,171.2,0.9271057549631223,,,,
email-Enron,33696,180811,paper,1.0,False,4,204,304,78496,0.4341328790836841,0.612428927514086,0.7451571592800564,0.13272823176597048,0.7767984495107345,0.5714556191228287,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.0356416855708539,-0.037901240123212054,192,211,171.2,0.957872997969389,,,,
email-Enron,33696,180811,calibrated,0.9,False,0,200,300,162660,0.8996134084762543,0.612428927514086,0.6435237846528437,0.031094857138757703,0.6463060874798654,0.6116915154871337,0.6070973046936826,0.002093816749709252,0.6093568592460408,0.004594210793451126,0.0023346562410929694,192,158,171.2,1.2699788039317355,,,,
email-Enron,33696,180811,calibrated,0.9,False,1,201,301,162568,0.8991045898756159,0.612428927514086,0.6438190176829391,0.03139009016885319,0.645692271568938,0.610302161860342,0.6070973046936826,0.002093816749709252,0.6093568592460408,0.003204857166659414,0.0009453026143012577,192,154,171.2,1.2548114970559254,,,,
email-Enron,33696,180811,calibrated,0.9,False,2,202,302,162751,0.900116696439929,0.612428927514086,0.6435787212576729,0.03114979374358695,0.641815087120507,0.6071998336416121,0.6070973046936826,0.002093816749709252,0.6093568592460408,0.00010252894792950329,-0.002157025604428653,192,152,171.2,1.2074251009617,,,,
email-Enron,33696,180811,calibrated,0.9,False,3,203,303,162739,0.9000503287963675,0.612428927514086,0.6432277746288105,0.03079884711472458,0.6503091902989744,0.6153597825107002,0.6070973046936826,0.002093816749709252,0.6093568592460408,0.00826247781701761,0.006002923264659454,192,142,171.2,1.249658202053979,,,,
email-Enron,33696,180811,calibrated,0.9,False,4,204,304,162679,0.8997184905785599,0.612428927514086,0.6434606758460246,0.03103174833193867,0.649779081518998,0.615028226007868,0.6070973046936826,0.002093816749709252,0.6093568592460408,0.00793092131418538,0.0056713667618272234,192,132,171.2,1.3416532040573657,,,,
email-Enron,33696,180811,calibrated_matched,0.4348,True,0,200,300,78680,0.43515051628496054,0.612428927514086,0.6148739696596414,0.0024450421455554094,0.7600795066034922,0.5142245002669609,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.09287280442672174,-0.0951323589790799,192,102,171.2,0.8623060289537534,,,,
email-Enron,33696,180811,calibrated_matched,0.4348,False,0,200,300,78680,0.43515051628496054,0.612428927514086,0.7648610014366438,0.15243207392255786,0.7981503385713019,0.5669184882706634,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.04017881642301924,-0.04243837097537739,192,129,171.2,0.8915514429099858,,,,
email-Enron,33696,180811,calibrated_matched,0.4348,True,1,201,301,78546,0.43440941093185703,0.612428927514086,0.6091841990753357,-0.003244728438750233,0.7565054719000942,0.5096374045874472,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.0974599001062354,-0.09971945465859355,192,124,171.2,0.8555684040766209,,,,
email-Enron,33696,180811,calibrated_matched,0.4348,False,1,201,301,78546,0.43440941093185703,0.612428927514086,0.763757110153016,0.15132818263893,0.7960851500718084,0.5634936646467021,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.043603640046980474,-0.04586319459933863,192,131,171.2,0.9040648200316355,,,,
email-Enron,33696,180811,calibrated_matched,0.4348,True,2,202,302,78504,0.43417712417939175,0.612428927514086,0.6083994164888973,-0.00402951102518867,0.7590516880839072,0.5040838469907609,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.1030134577029217,-0.10527301225527985,192,108,171.2,0.8574854580219835,,,,
email-Enron,33696,180811,calibrated_matched,0.4348,False,2,202,302,78504,0.43417712417939175,0.612428927514086,0.7637113752342036,0.15128244772011767,0.7957318910528965,0.5616858700245534,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.045411434669129225,-0.04767098922148738,192,129,171.2,0.9186216390226036,,,,
email-Enron,33696,180811,calibrated_matched,0.4348,True,3,203,303,78653,0.4350011890869471,0.612428927514086,0.6093244271820966,-0.0031045003319893905,0.7565560992685693,0.5091111740131071,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.09798613068057549,-0.10024568523293365,192,99,171.2,0.8755917829694226,,,,
email-Enron,33696,180811,calibrated_matched,0.4348,False,3,203,303,78653,0.4350011890869471,0.612428927514086,0.7640171568821309,0.15158822936804495,0.7957841751498186,0.5675844346223993,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.039512870071283346,-0.0417724246236415,192,122,171.2,0.8965653729392216,,,,
email-Enron,33696,180811,calibrated_matched,0.4348,True,4,204,304,78719,0.43536621112653545,0.612428927514086,0.613148642961733,0.0007197154476470402,0.7624960984335559,0.5204283533273334,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.08666895136634922,-0.08892850591870738,192,126,171.2,0.8780769510194659,,,,
email-Enron,33696,180811,calibrated_matched,0.4348,False,4,204,304,78719,0.43536621112653545,0.612428927514086,0.7634036006166415,0.15097467310255552,0.7958357926666868,0.5635295182302238,0.6070973046936826,0.002093816749709252,0.6093568592460408,-0.043567786463458824,-0.04582734101581698,192,124,171.2,0.9222002800088376,,,,
com-DBLP,317080,1049866,paper,0.8,False,0,200,300,492881,0.46947038955447645,0.8270797363743959,0.8702144434183943,0.043134707043998355,0.9077293135146683,0.7404205416056852,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.08528012410120722,-0.08618367715635977,239,10782,229.0,10.41150559997186,,,,
com-DBLP,317080,1049866,paper,0.8,False,1,201,301,492405,0.46901699835979066,0.8270797363743959,0.870593079004418,0.043513342630022045,0.907581658865934,0.739451373688719,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.08624929201817333,-0.08715284507332588,239,10645,229.0,10.625024177017622,,,,
com-DBLP,317080,1049866,paper,0.8,False,2,202,302,492547,0.4691522537161885,0.8270797363743959,0.8702936305739131,0.043213894199517155,0.9076047815867013,0.737261634930291,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.08843903077660142,-0.08934258383175397,239,10696,229.0,10.42321987694595,,,,
com-DBLP,317080,1049866,paper,1.0,False,0,200,300,557142,0.530679153339569,0.8270797363743959,0.8667754169286193,0.039695680554223345,0.8948387505913251,0.7679255264654973,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.0577751392413951,-0.05867869229654765,239,5232,229.0,10.266107223927975,,,,
com-DBLP,317080,1049866,paper,1.0,False,1,201,301,556914,0.5304619827673246,0.8270797363743959,0.8670705791893437,0.0399908428149478,0.8951700635460307,0.7688869358648942,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.05681372984199817,-0.05771728289715072,239,5202,229.0,10.082209904910997,,,,
com-DBLP,317080,1049866,paper,1.0,False,2,202,302,556620,0.5301819470294304,0.8270797363743959,0.8670369088655603,0.03995717249116437,0.8948311640835694,0.7672688636136684,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.05843180209322396,-0.05933535514837651,239,5294,229.0,10.291557154036127,,,,
com-DBLP,317080,1049866,calibrated,0.9,False,0,200,300,944813,0.8999367538333464,0.8270797363743959,0.8401243411988498,0.01304460482445391,0.8417320515819412,0.8224943694420431,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.003206296264849251,-0.004109849320001802,239,190,229.0,11.663261819048785,,,,
com-DBLP,317080,1049866,calibrated,0.9,False,1,201,301,944417,0.899559562839448,0.8270797363743959,0.8401502539374335,0.013070517563037565,0.8414923670641895,0.8219568347925208,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.003743830914371582,-0.004647383969524133,239,189,229.0,11.585054268012755,,,,
com-DBLP,317080,1049866,calibrated,0.9,False,2,202,302,945001,0.9001158243051971,0.8270797363743959,0.8400434532561041,0.012963716881708165,0.841570253199944,0.8216542447404496,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.00404642096644281,-0.00494997402159536,239,183,229.0,11.704050333006307,,,,
com-DBLP,317080,1049866,calibrated_matched,0.5307,True,0,200,300,556645,0.5302057595921765,0.8270797363743959,0.8264820131317704,-0.0005977232426255252,0.8874627272263507,0.7304353672863035,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.09526529842058884,-0.09616885147574139,239,1853,229.0,9.315226051025093,,,,
com-DBLP,317080,1049866,calibrated_matched,0.5307,False,0,200,300,556645,0.5302057595921765,0.8270797363743959,0.876978888416201,0.04989915204180506,0.9044377125612867,0.7543632161253196,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.07133744958157273,-0.07224100263672528,239,1938,229.0,9.900460520992056,,,,
com-DBLP,317080,1049866,calibrated_matched,0.5307,True,1,201,301,557322,0.530850603791341,0.8270797363743959,0.826839948685847,-0.0002397876885489314,0.8893267890378309,0.7351530787854428,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.0905475869214496,-0.09145113997660215,239,1885,229.0,9.210136268986389,,,,
com-DBLP,317080,1049866,calibrated_matched,0.5307,False,1,201,301,557322,0.530850603791341,0.8270797363743959,0.8770627269740146,0.04998299059961864,0.9049616569446324,0.7562335306594904,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.06946713504740198,-0.07037068810255453,239,1969,229.0,9.768329113954678,,,,
com-DBLP,317080,1049866,calibrated_matched,0.5307,True,2,202,302,556815,0.53036768501885,0.8270797363743959,0.8274147665545234,0.0003350301801274824,0.8895896594597142,0.7341478324255569,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.09155283328133546,-0.092456386336488,239,1829,229.0,9.211130445008166,,,,
com-DBLP,317080,1049866,calibrated_matched,0.5307,False,2,202,302,556815,0.53036768501885,0.8270797363743959,0.8772799399479705,0.050200203573574576,0.9049434187507023,0.7531251404348251,0.8257006657068924,0.000939476700848766,0.8266042187620449,-0.07257552527206723,-0.07347907832721978,239,1913,229.0,9.777279525995255,,,,
com-Amazon,334863,925872,paper,0.8,False,0,200,300,477548,0.5157818791366409,0.9295759329493654,0.9298438950423115,0.00026796209294610573,0.9505493497448081,0.8477251727698598,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.08171270707743095,-0.08207451417735723,326,15380,306.0,10.380414261016995,,,,
com-Amazon,334863,925872,paper,0.8,False,1,201,301,477142,0.5153433735980784,0.9295759329493654,0.9294855939217196,-9.03390276457694e-05,0.9505244255952453,0.8477747294570456,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.08166315039024519,-0.08202495749017147,326,15542,306.0,10.535612270003185,,,,
com-Amazon,334863,925872,paper,0.8,False,2,202,302,477895,0.5161566609639345,0.9295759329493654,0.9293433313365018,-0.00023260161286353664,0.9504484061807826,0.8463524600014494,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.08308541984584139,-0.08344722694576767,326,15549,306.0,10.50429220800288,,,,
com-Amazon,334863,925872,paper,1.0,False,0,200,300,545260,0.5889150984153317,0.9295759329493654,0.9296372852062688,6.135225690340196e-05,0.9436601135607882,0.8852632053536156,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.04417467449367518,-0.04453648159360146,326,7737,306.0,10.056443560984917,,,,
com-Amazon,334863,925872,paper,1.0,False,1,201,301,544863,0.5884863134428949,0.9295759329493654,0.929334408940693,-0.0002415240086723891,0.9434756301363464,0.8851684125510831,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.04426946729620762,-0.0446312743961339,326,7873,306.0,10.19468782201875,,,,
com-Amazon,334863,925872,paper,1.0,False,2,202,302,545495,0.5891689131975046,0.9295759329493654,0.9291835105771503,-0.00039242237221503995,0.943334274985083,0.8841124983033223,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.04532538154396848,-0.04568718864389476,326,7932,306.0,10.195060489000753,,,,
com-Amazon,334863,925872,calibrated,0.9,False,0,200,300,833334,0.9000531390948209,0.9295759329493654,0.9287798989930863,-0.0007960339562790297,0.9292729782111202,0.9272716854270462,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.0021661944202445715,-0.0025280015201708528,326,328,306.0,10.464003909029998,,,,
com-Amazon,334863,925872,calibrated,0.9,False,1,201,301,832788,0.8994634247498574,0.9295759329493654,0.9288707829247825,-0.0007051500245828235,0.9293536242012336,0.9272899329930385,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.002147946854252236,-0.0025097539541785174,326,336,306.0,10.657595437951386,,,,
com-Amazon,334863,925872,calibrated,0.9,False,2,202,302,833212,0.8999213714206715,0.9295759329493654,0.9289378358637973,-0.0006380970855680568,0.9292252932826623,0.9271757346912529,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.0022621451560378425,-0.0026239522559641237,326,325,306.0,10.599759452044964,,,,
com-Amazon,334863,925872,calibrated_matched,0.5889,True,0,200,300,545325,0.5889853025040178,0.9295759329493654,0.9297051850094429,0.00012925206007752266,0.9384957410793986,0.8861612935192968,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.043276586327993916,-0.0436383934279202,326,4397,306.0,9.086080431938171,,,,
com-Amazon,334863,925872,calibrated_matched,0.5889,False,0,200,300,545325,0.5889853025040178,0.9295759329493654,0.9290896385975382,-0.0004862943518271212,0.9417558414366092,0.886591055383871,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.04284682446341981,-0.04320863156334609,326,4379,306.0,9.88733705400955,,,,
com-Amazon,334863,925872,calibrated_matched,0.5889,True,1,201,301,544802,0.5884204296058202,0.9295759329493654,0.9291148665191472,-0.00046106643021814886,0.9387494703912618,0.8861420942472625,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.043295785600028225,-0.043657592699954506,326,4639,306.0,9.197835281025618,,,,
com-Amazon,334863,925872,calibrated_matched,0.5889,False,1,201,301,544802,0.5884204296058202,0.9295759329493654,0.9284510805730587,-0.001124852376306662,0.9414645136340608,0.8860390287111827,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.043398851136108085,-0.04376065823603437,326,4610,306.0,9.91892058600206,,,,
com-Amazon,334863,925872,calibrated_matched,0.5889,True,2,202,302,545507,0.589181873952339,0.9295759329493654,0.9303359737707005,0.0007600408213351839,0.9384388709955456,0.8854551827299215,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.04398269711736924,-0.04434450421729552,326,4519,306.0,9.183039881056175,,,,
com-Amazon,334863,925872,calibrated_matched,0.5889,False,2,202,302,545507,0.589181873952339,0.9295759329493654,0.9293837496885661,-0.0001921832607992835,0.9412653138836274,0.8861469475789374,0.9294378798472908,0.000310109859936624,0.929799686947217,-0.043290932268353344,-0.043652739368279625,326,4471,306.0,9.905535005033016,,,,
