dataset,n_full,m_full,n_lcc,m_lcc,n_comm,seed,alpha,Q_orig,m_sparse,realized_retention,Q_fixed_sparse,dQ_fixed,F_orig,F_sparse,dF_obs,G_orig,G_sparse,dG_obs,dQ_reconstructed,recon_abs_err,Q_leiden_sparse,dQ_leiden_sparse,n1,n2,preserved_intra,preserved_inter,intra_rate,inter_rate,ratio_observed,ratio_predicted,mu_intra,mu_inter,delta
ca-GrQc,5241,14484,4158,13422,42,80000,0.8,0.8513623535140842,6121,0.45604231858143346,0.8695683314658497,0.018205977951765484,0.8959171509462077,0.9036105211566737,0.007693370210466011,0.044554797432123316,0.0340421896908239,-0.010512607741299418,0.01820597795176543,5.551115123125783e-17,0.9053048684027999,0.05394251488871571,12025,1397,5531,590,0.45995841995841996,0.42233357193987114,0.9181994580685139,0.7264239762457301,0.3188695717586444,0.2316345022206876,0.08723506953795679
ca-GrQc,5241,14484,4158,13422,42,80001,0.8,0.8513623535140842,6096,0.45417970496200266,0.870707957995777,0.01934560448169287,0.8959171509462077,0.9048556430446194,0.008938492098411688,0.044554797432123316,0.03414768504884232,-0.010407112383280993,0.01934560448169268,1.8735013540549517e-16,0.9057098804301769,0.05434752691609268,12025,1397,5516,580,0.4587110187110187,0.41517537580529706,0.9050913513521931,0.7264239762457301,0.3188695717586444,0.2316345022206876,0.08723506953795679
ca-GrQc,5241,14484,4158,13422,42,80002,0.8,0.8513623535140842,6083,0.4532111458798987,0.8729044642973687,0.021542110783284496,0.8959171509462077,0.9069538056879829,0.011036654741775176,0.044554797432123316,0.03404934139061412,-0.010505456041509195,0.02154211078328437,1.249000902703301e-16,0.9094896076898208,0.05812725417573661,12025,1397,5517,566,0.4587941787941788,0.4051539012168933,0.8830842236964188,0.7264239762457301,0.3188695717586444,0.2316345022206876,0.08723506953795679
ca-GrQc,5241,14484,4158,13422,42,80003,0.8,0.8513623535140842,6127,0.4564893458500969,0.8713818085174933,0.02001945500340907,0.8959171509462077,0.9053370328056145,0.009419881859406787,0.044554797432123316,0.033955224288121116,-0.0105995731440022,0.020019455003408987,8.326672684688674e-17,0.9070297813840751,0.055667427869990904,12025,1397,5547,580,0.46128898128898127,0.41517537580529706,0.9000331519846219,0.7264239762457301,0.3188695717586444,0.2316345022206876,0.08723506953795679
ca-GrQc,5241,14484,4158,13422,42,80004,0.8,0.8513623535140842,6038,0.44985844136492326,0.8700743941347072,0.01871204062062304,0.8959171509462077,0.9042729380589599,0.0083557871127522,0.044554797432123316,0.034198543924253165,-0.010356253507870151,0.01871204062062235,6.869504964868156e-16,0.9041122438534085,0.05274989033932431,12025,1397,5460,578,0.4540540540540541,0.41374373657838226,0.9112213246071513,0.7264239762457301,0.3188695717586444,0.2316345022206876,0.08723506953795679
ca-GrQc,5241,14484,4158,13422,42,80005,0.8,0.8513623535140842,6146,0.45790493220086426,0.8678901794060124,0.01652782589192825,0.8959171509462077,0.9018874064432151,0.00597025549700736,0.044554797432123316,0.03399722703720266,-0.010557570394920654,0.016527825891928014,2.3592239273284576e-16,0.9039215408040979,0.05255918729001374,12025,1397,5543,603,0.46095634095634097,0.4316392269148175,0.9363993692315858,0.7264239762457301,0.3188695717586444,0.2316345022206876,0.08723506953795679
ca-GrQc,5241,14484,4158,13422,42,80006,0.8,0.8513623535140842,6070,0.45224258679779467,0.8657084698289315,0.01434611631484728,0.8959171509462077,0.899835255354201,0.003918104407993228,0.044554797432123316,0.03412678552526944,-0.010428011906853878,0.014346116314847106,1.734723475976807e-16,0.9007048329619571,0.049342479447872956,12025,1397,5462,608,0.4542203742203742,0.4352183249821045,0.9581655726674857,0.7264239762457301,0.3188695717586444,0.2316345022206876,0.08723506953795679
ca-GrQc,5241,14484,4158,13422,42,80007,0.8,0.8513623535140842,6139,0.45738340038742364,0.8685711303278891,0.01720877681380495,0.8959171509462077,0.9027528913503828,0.006835740404175117,0.044554797432123316,0.03418176102249348,-0.01037303640962984,0.017208776813804956,6.938893903907228e-18,0.903075254407179,0.05171290089309477,12025,1397,5542,597,0.46087318087318085,0.427344309234073,0.9272492454961617,0.7264239762457301,0.3188695717586444,0.2316345022206876,0.08723506953795679
ca-GrQc,5241,14484,4158,13422,42,80008,0.8,0.8513623535140842,6082,0.45313664133512144,0.8701710326080667,0.01880867909398254,0.8959171509462077,0.9044722130878,0.008555062141592296,0.044554797432123316,0.03430118047973325,-0.01025361695239007,0.018808679093982365,1.734723475976807e-16,0.9068767888944248,0.05551443538034062,12025,1397,5501,581,0.45746361746361747,0.41589119541875447,0.9091240910580844,0.7264239762457301,0.3188695717586444,0.2316345022206876,0.08723506953795679
ca-GrQc,5241,14484,4158,13422,42,80009,0.8,0.8513623535140842,6102,0.4546267322306661,0.873732637159977,0.022370283645892775,0.8959171509462077,0.9077351687971157,0.01181801785090797,0.044554797432123316,0.0340025316371386,-0.010552265794984715,0.022370283645892684,9.020562075079397e-17,0.9072984356080996,0.05593608209401546,12025,1397,5539,563,0.4606237006237006,0.4030064423765211,0.8749146903010772,0.7264239762457301,0.3188695717586444,0.2316345022206876,0.08723506953795679
ca-HepPh,12006,118489,11204,117619,45,80000,0.8,0.6511765764583316,40033,0.34036167625978797,0.735603215586843,0.08442663912851145,0.8131849446092894,0.8018384832513177,-0.011346461357971682,0.1620083681509575,0.06623526766447456,-0.09577310048648295,0.08442663912851127,1.8041124150158794e-16,0.7595811363226569,0.10840455986432529,95646,21973,32100,7933,0.3356125713568785,0.36103399626814725,1.0757463428991654,0.787479181879053,0.09919496603881157,0.07811397070276378,0.021080995336047792
ca-HepPh,12006,118489,11204,117619,45,80001,0.8,0.6511765764583316,39855,0.3388483153232046,0.7356380982176938,0.08446152175936217,0.8131849446092894,0.8015305482373605,-0.011654396371928888,0.1620083681509575,0.06589245001966654,-0.09611591813129097,0.08446152175936208,8.326672684688674e-17,0.7613463895694779,0.11016981311114626,95646,21973,31945,7910,0.3339920122116973,0.35998725708824464,1.0778319358729769,0.787479181879053,0.09919496603881157,0.07811397070276378,0.021080995336047792
ca-HepPh,12006,118489,11204,117619,45,80002,0.8,0.6511765764583316,39911,0.339324428876287,0.735854180038069,0.08467760357973741,0.8131849446092894,0.802059582571221,-0.011125362038068354,0.1620083681509575,0.0662054025331516,-0.09580296561780591,0.08467760357973755,1.3877787807814457e-16,0.7625625676396852,0.11138599118135362,95646,21973,32011,7900,0.33468205675093576,0.35953215309698267,1.0742498614574365,0.787479181879053,0.09919496603881157,0.07811397070276378,0.021080995336047792
ca-HepPh,12006,118489,11204,117619,45,80003,0.8,0.6511765764583316,39937,0.339545481597361,0.7369574929877307,0.08578091652939912,0.8131849446092894,0.8030397876655733,-0.010145156943716094,0.1620083681509575,0.06608229467784298,-0.09592607347311453,0.08578091652939844,6.800116025829084e-16,0.7577672392547944,0.10659066279646279,95646,21973,32071,7866,0.33530936996842525,0.3579847995266918,1.0676253978837569,0.787479181879053,0.09919496603881157,0.07811397070276378,0.021080995336047792
ca-HepPh,12006,118489,11204,117619,45,80004,0.8,0.6511765764583316,40055,0.3405487208699275,0.7361438420374453,0.08496726557911372,0.8131849446092894,0.8022219448258644,-0.010962999783424965,0.1620083681509575,0.06607810278841876,-0.09593026536253875,0.08496726557911378,6.938893903907228e-17,0.761245388140552,0.11006881168222038,95646,21973,32133,7922,0.3359575936264977,0.3605333818777591,1.0731514593433586,0.787479181879053,0.09919496603881157,0.07811397070276378,0.021080995336047792
ca-HepPh,12006,118489,11204,117619,45,80005,0.8,0.6511765764583316,39921,0.33940944915362314,0.7364858174740305,0.08530924101569892,0.8131849446092894,0.8028856992560307,-0.010299245353258657,0.1620083681509575,0.06639988178200003,-0.09560848636895748,0.08530924101569883,9.71445146547012e-17,0.76111429232073,0.10993771586239842,95646,21973,32052,7869,0.3351107207828869,0.35812133072407043,1.0686656931996268,0.787479181879053,0.09919496603881157,0.07811397070276378,0.021080995336047792
ca-HepPh,12006,118489,11204,117619,45,80006,0.8,0.6511765764583316,40248,0.3421896122225151,0.7350556123688861,0.08387903591055446,0.8131849446092894,0.800735440270324,-0.012449504338965411,0.1620083681509575,0.06567982790143764,-0.09632854024951987,0.08387903591055446,0.0,0.7609967970003193,0.1098202205419877,95646,21973,32228,8020,0.3369508395541894,0.3649934009921267,1.0832244889938236,0.787479181879053,0.09919496603881157,0.07811397070276378,0.021080995336047792
ca-HepPh,12006,118489,11204,117619,45,80007,0.8,0.6511765764583316,39902,0.33924791062668447,0.7359077977976523,0.08473122133932065,0.8131849446092894,0.8021653049972433,-0.011019639612046106,0.1620083681509575,0.06625750719959103,-0.09575086095136648,0.08473122133932037,2.7755575615628914e-16,0.761931939255889,0.11075536279755738,95646,21973,32008,7894,0.3346506910900613,0.35925909070222545,1.0735345847695905,0.787479181879053,0.09919496603881157,0.07811397070276378,0.021080995336047792
ca-HepPh,12006,118489,11204,117619,45,80008,0.8,0.6511765764583316,39971,0.33983455054030387,0.7374596588781401,0.08628308241980853,0.8131849446092894,0.8036076155212529,-0.009577329088036435,0.1620083681509575,0.0661479566431128,-0.0958604115078447,0.08628308241980827,2.636779683484747e-16,0.7588430739027683,0.10766649744443668,95646,21973,32121,7850,0.3358321309829998,0.35725663314067263,1.0637952720454773,0.787479181879053,0.09919496603881157,0.07811397070276378,0.021080995336047792
ca-HepPh,12006,118489,11204,117619,45,80009,0.8,0.6511765764583316,39932,0.3395029714586929,0.7345703864053612,0.0833938099470296,0.8131849446092894,0.8008614644896324,-0.012323480119657004,0.1620083681509575,0.06629107808427086,-0.09571729006668665,0.08339380994702965,4.163336342344337e-17,0.7583589020472336,0.10718232558890195,95646,21973,31980,7952,0.3343579449218995,0.3618986938515451,1.0823690579150995,0.787479181879053,0.09919496603881157,0.07811397070276378,0.021080995336047792
ca-HepTh,9875,25973,8638,24806,47,80000,0.8,0.7618818232012058,11839,0.4772635652664678,0.8131074951519817,0.051225671950775875,0.7991211803595905,0.8461863333051778,0.04706515294558733,0.03723935715838451,0.03307883815319569,-0.004160519005188816,0.051225671950776146,2.706168622523819e-16,0.8740258133305656,0.11214399012935983,19823,4983,10018,1821,0.5053725470413156,0.3654425045153522,0.7231150695755467,0.5467361837231766,0.3831042696222199,0.2094569663413074,0.1736473032809125
ca-HepTh,9875,25973,8638,24806,47,80001,0.8,0.7618818232012058,11847,0.4775860678868016,0.8172950155420238,0.055413192340817985,0.7991211803595905,0.8498354013674347,0.050714221007844285,0.03723935715838451,0.03254038582541056,-0.00469897133297395,0.055413192340818235,2.498001805406602e-16,0.8784743835382474,0.11659256033704157,19823,4983,10068,1779,0.5078948695959239,0.3570138470800722,0.7029286343532253,0.5467361837231766,0.3831042696222199,0.2094569663413074,0.1736473032809125
ca-HepTh,9875,25973,8638,24806,47,80002,0.8,0.7618818232012058,11798,0.4756107393372571,0.8169953491273875,0.05511352592618168,0.7991211803595905,0.8502288523478556,0.05110767198826516,0.03723935715838451,0.03323350322046821,-0.004005853937916297,0.055113525926181454,2.2898349882893854e-16,0.8779839042541322,0.11610208105292641,19823,4983,10031,1767,0.5060283509055138,0.35460565924142085,0.7007624347664925,0.5467361837231766,0.3831042696222199,0.2094569663413074,0.1736473032809125
