dataset,n_full,m_full,n_lcc,m_lcc,n_comm,seed,alpha,Q_orig,m_sparse,realized_retention,Q_fixed_sparse,dQ_fixed,F_orig,F_sparse,dF_obs,G_orig,G_sparse,dG_obs,dQ_reconstructed,recon_abs_err,Q_leiden_sparse,dQ_leiden_sparse,n1,n2,preserved_intra,preserved_inter,intra_rate,inter_rate,ratio_observed,ratio_predicted,mu_intra,mu_inter,delta
ca-CondMat,23133,93439,21363,91286,54,80000,0.8,0.731159427192281,43230,0.4735665929058125,0.7931203482665571,0.06196092107427609,0.7591196897662292,0.8181355540134166,0.05901586424718741,0.027960262573947996,0.025015205746859445,-0.002945056827088552,0.06196092107427596,1.249000902703301e-16,0.8327285029068147,0.10156907571453366,69297,21989,35368,7862,0.5103828448561987,0.35754240756742006,0.7005376673037635,0.5689037021003619,0.2611402241600606,0.14856364029197686,0.11257658386808375
ca-CondMat,23133,93439,21363,91286,54,80001,0.8,0.731159427192281,42936,0.4703459457090901,0.7934810218745981,0.06232159468231713,0.7591196897662292,0.8183808459101919,0.05926115614396266,0.027960262573947996,0.02489982403559365,-0.003060438538354346,0.062321594682317,1.249000902703301e-16,0.8306735686223687,0.09951414143008774,69297,21989,35138,7798,0.5070637978556071,0.35463186138523806,0.6993831207926701,0.5689037021003619,0.2611402241600606,0.14856364029197686,0.11257658386808375
ca-CondMat,23133,93439,21363,91286,54,80002,0.8,0.731159427192281,42875,0.4696777161886817,0.7933664502375715,0.062207023045290466,0.7591196897662292,0.8183556851311954,0.059235995364966154,0.027960262573947996,0.024989234893624254,-0.002971027680323743,0.0622070230452899,5.689893001203927e-16,0.8314981008253344,0.10033867363305338,69297,21989,35087,7788,0.5063278352598236,0.35417708854427216,0.6995015163693798,0.5689037021003619,0.2611402241600606,0.14856364029197686,0.11257658386808375
ca-CondMat,23133,93439,21363,91286,54,80003,0.8,0.731159427192281,43140,0.4725806804986526,0.793387083089655,0.062227655897374,0.7591196897662292,0.8183588317107093,0.0592391419444801,0.027960262573947996,0.024971748621054373,-0.0029885139528936233,0.062227655897373724,2.7755575615628914e-16,0.830326486588608,0.09916705939632697,69297,21989,35304,7836,0.5094592839516863,0.35635999818090863,0.6994867095496947,0.5689037021003619,0.2611402241600606,0.14856364029197686,0.11257658386808375
ca-CondMat,23133,93439,21363,91286,54,80004,0.8,0.731159427192281,43036,0.4714414039392678,0.7954509461688666,0.06429151897658558,0.7591196897662292,0.8203829352170277,0.06126324545079842,0.027960262573947996,0.024931989048160675,-0.0030282735257873214,0.06429151897658575,1.6653345369377348e-16,0.8326086960066489,0.10144926881436789,69297,21989,35306,7730,0.5094881452299522,0.3515394060666697,0.6899854478616103,0.5689037021003619,0.2611402241600606,0.14856364029197686,0.11257658386808375
ca-CondMat,23133,93439,21363,91286,54,80005,0.8,0.731159427192281,43048,0.4715728589268891,0.7899067269259876,0.058747299733706626,0.7591196897662292,0.814857833116521,0.05573814335029181,0.027960262573947996,0.0249511061905337,-0.0030091563834142958,0.05874729973370611,5.134781488891349e-16,0.8288540107970732,0.09769458360479222,69297,21989,35078,7970,0.5061979595076266,0.3624539542498522,0.7160320334013345,0.5689037021003619,0.2611402241600606,0.14856364029197686,0.11257658386808375
ca-CondMat,23133,93439,21363,91286,54,80006,0.8,0.731159427192281,43021,0.47127708520474115,0.7909418186966424,0.059782391504361376,0.7591196897662292,0.8159503498291532,0.05683066006292392,0.027960262573947996,0.025008531132510795,-0.002951731441437202,0.059782391504361126,2.498001805406602e-16,0.8299921950077103,0.09883276781542927,69297,21989,35103,7918,0.5065587254859518,0.3600891354768293,0.7108536826236458,0.5689037021003619,0.2611402241600606,0.14856364029197686,0.11257658386808375
ca-CondMat,23133,93439,21363,91286,54,80007,0.8,0.731159427192281,43045,0.4715399951799838,0.7921186847753289,0.06095925758304788,0.7591196897662292,0.8170054594029504,0.05788576963672121,0.027960262573947996,0.024886774627621677,-0.003073487946326319,0.06095925758304753,3.469446951953614e-16,0.8294742976110282,0.0983148704187472,69297,21989,35168,7877,0.5074967170295972,0.358224566828869,0.7058657816065781,0.5689037021003619,0.2611402241600606,0.14856364029197686,0.11257658386808375
ca-CondMat,23133,93439,21363,91286,54,80008,0.8,0.731159427192281,43042,0.47150713143307843,0.791401329025212,0.06024190183293099,0.7591196897662292,0.816388643650388,0.05726895388415876,0.027960262573947996,0.024987314625176237,-0.002972947948771759,0.06024190183293052,4.718447854656915e-16,0.8320717714909532,0.10091234429867224,69297,21989,35139,7903,0.50707822849474,0.3594069762153804,0.7087801369076302,0.5689037021003619,0.2611402241600606,0.14856364029197686,0.11257658386808375
ca-CondMat,23133,93439,21363,91286,54,80009,0.8,0.731159427192281,43066,0.47177004140832113,0.7925720562815947,0.061412629089313664,0.7591196897662292,0.8175590953420332,0.05843940557580396,0.027960262573947996,0.02498703906043851,-0.0029732235135094855,0.06141262908931344,2.220446049250313e-16,0.8327286311108152,0.10156920391853419,69297,21989,35209,7857,0.5080883732340505,0.3573150211469371,0.7032536857172683,0.5689037021003619,0.2611402241600606,0.14856364029197686,0.11257658386808375
